Apache,71887
Cochise,125922
Coconino,143476
Gila,54018
Graham,38837
Greenlee,9498
La Paz,21108
Maricopa,4485414
Mohave,212181
Navajo,110924
Pima,1047279
Pinal,462789
Santa Cruz,46498
Yavapai,235099
Yuma,213787
