Bernalillo,679121
Catron,3527
Chaves,64615
Cibola,26675
Colfax,11941
Curry,48954
De Baca,1748
Dona Ana,218195
Eddy,58460
Grant,26998
Guadalupe,4300
Harding,625
Hidalgo,4198
Lea,71070
Lincoln,19572
Los Alamos,19369
Luna,23709
McKinley,71367
Mora,4521
Otero,67490
Quay,8253
Rio Arriba,38921
Roosevelt,18500
Sandoval,146748
San Juan,123958
San Miguel,27277
Santa Fe,150358
Sierra,10791
Socorro,16637
Taos,32723
Torrance,15461
Union,4059
Valencia,76688
