Adams,27698
Allen,102351
Ashland,53484
Ashtabula,97241
Athens,65327
Auglaize,45656
Belmont,67006
Brown,43432
Butler,383134
Carroll,26914
Champaign,38885
Clark,134083
Clermont,206428
Clinton,41968
Columbiana,101883
Coshocton,36600
Crawford,41494
Cuyahoga,1235072
Darke,51113
Defiance,38087
Delaware,209177
Erie,74266
Fairfield,157574
Fayette,28525
Franklin,1316756
Fulton,42126
Gallia,29898
Geauga,93649
Greene,168937
Guernsey,38875
Hamilton,817473
Hancock,75783
Hardin,31365
Harrison,15040
Henry,27006
Highland,43161
Hocking,28264
Holmes,43960
Huron,58266
Jackson,32413
Jefferson,65325
Knox,62322
Lake,230149
Lawrence,59463
Licking,176862
Logan,45672
Lorain,309833
Lucas,428348
Madison,44731
Mahoning,228683
Marion,65093
Medina,179746
Meigs,22907
Mercer,41172
Miami,106987
Monroe,13654
Montgomery,531687
Morgan,14508
Morrow,35328
Muskingum,86215
Noble,14424
Ottawa,40525
Paulding,18672
Perry,36134
Pickaway,58457
Pike,27772
Portage,162466
Preble,40882
Putnam,33861
Richland,121154
Ross,76666
Sandusky,58518
Scioto,75314
Seneca,55178
Shelby,48590
Stark,370606
Summit,541013
Trumbull,197974
Tuscarawas,91987
Union,58988
Van Wert,28275
Vinton,13085
Warren,234602
Washington,59911
Wayne,115710
Williams,36692
Wood,130817
Wyandot,21772
