state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,4040730.0,2097456.0,1199067.0,61142.0
Illinois,17,6752455.0,3576707.0,1905926.0,104130.0
California,06,21520340.0,11059981.0,5665179.0,377779.0
Arizona,04,3940655.0,1983569.0,1129146.0,58308.0
Massachusetts,25,3846570.0,2154775.0,1166923.0,61836.0
Wisconsin,55,2938835.0,1701809.0,973979.0,54803.0
Texas,48,14628545.0,6819423.0,3446084.0,169081.0
Nebraska,31,1062220.0,552599.0,318723.0,14638.0
Utah,49,1491140.0,744430.0,330542.0,20557.0
Oregon,41,2184325.0,1095410.0,629470.0,30188.0
Florida,12,11974735.0,5546514.0,3071600.0,161041.0
New York,36,10822735.0,5509579.0,2744807.0,169931.0
Rhode Island,44,595895.0,324894.0,192575.0,11671.0
Georgia,13,5319955.0,2256114.0,1229095.0,88592.0
New Hampshire,33,714985.0,399555.0,211634.0,10529.0
North Carolina,37,5455090.0,2837266.0,1558659.0,75817.0
New Jersey,34,4745885.0,2720391.0,1445318.0,75391.0
Colorado,08,3050950.0,1551393.0,927382.0,51867.0
Maryland,24,3295620.0,1717992.0,919958.0,48810.0
Nevada,32,1524590.0,794374.0,446240.0,22487.0
Tennessee,47,3451160.0,1573735.0,837573.0,46101.0
Hawaii,15,889800.0,420788.0,250357.0,10306.0
Indiana,18,3217220.0,1589654.0,1036624.0,42033.0
Kentucky,21,2310035.0,1300503.0,681481.0,36640.0
Minnesota,27,2902370.0,1620242.0,927046.0,42645.0
Oklahoma,40,2478355.0,1152719.0,634602.0,29329.0
Pennsylvania,42,6947385.0,3739501.0,1899063.0,129095.0
South Carolina,45,2624505.0,1295089.0,699614.0,35166.0
District of Columbia,11,491335.0,163251.0,82094.0,5141.0
Kansas,20,1637485.0,800279.0,431585.0,24690.0
Missouri,29,3241985.0,1472899.0,810307.0,40510.0
Vermont,50,379490.0,192146.0,102707.0,5360.0
Virginia,51,4387855.0,2379184.0,1308060.0,64262.0
Connecticut,09,2193075.0,1155239.0,646279.0,31795.0
Iowa,19,1662335.0,896691.0,544454.0,25226.0
Louisiana,22,2445770.0,1133250.0,673816.0,29376.0
Ohio,39,6250105.0,3111035.0,1771700.0,97306.0
Michigan,26,5163450.0,2616763.0,1502636.0,74640.0
South Dakota,46,571555.0,286727.0,177965.0,7666.0
Arkansas,05,1608210.0,730820.0,376230.0,19037.0
Delaware,10,543815.0,272395.0,142013.0,7935.0
Mississippi,28,1594445.0,680180.0,393105.0,14491.0
New Mexico,35,1327385.0,739270.0,450916.0,18695.0
North Dakota,38,437720.0,229811.0,138883.0,5573.0
Wyoming,56,351435.0,146888.0,95871.0,3229.0
Alaska,02,568125.0,239599.0,153706.0,4817.0
Maine,23,757780.0,427081.0,238772.0,11758.0
Alabama,01,2497410.0,1072623.0,611694.0,26387.0
Idaho,16,871825.0,428376.0,267877.0,13121.0
Montana,30,612435.0,303060.0,180886.0,7445.0
West Virginia,54,1007855.0,501565.0,314994.0,12408.0
