state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,5999170.0,3111691.0,2093198.0,74747.0
Illinois,17,10246165.0,5345138.0,3241860.0,115774.0
California,06,32618010.0,17276173.0,10041634.0,486322.0
Arizona,04,5738495.0,2744596.0,1804526.0,54470.0
Massachusetts,25,5967370.0,3368264.0,2058306.0,84368.0
Wisconsin,55,4542495.0,2489178.0,1714948.0,59721.0
Texas,48,21453555.0,10245431.0,6561710.0,227626.0
Nebraska,31,1556360.0,789368.0,536694.0,19255.0
Utah,49,2166920.0,1163178.0,643457.0,36389.0
Oregon,41,3219255.0,1657107.0,1067255.0,38857.0
Florida,12,17807745.0,8202494.0,5223272.0,188071.0
New York,36,16098245.0,8397791.0,5645106.0,204840.0
Rhode Island,44,895785.0,483265.0,338292.0,11191.0
Georgia,13,8033225.0,3471588.0,2074187.0,124972.0
New Hampshire,33,1096375.0,793917.0,388773.0,17672.0
North Carolina,37,8309510.0,3838153.0,2620314.0,83675.0
New Jersey,34,7169475.0,4119225.0,2673898.0,95324.0
Colorado,08,4515250.0,2447138.0,1510363.0,62680.0
Maryland,24,4967520.0,2608494.0,1699340.0,75378.0
Nevada,32,2202110.0,1132924.0,751571.0,24618.0
Tennessee,47,5103860.0,2194500.0,1405338.0,42471.0
Hawaii,15,1269070.0,563109.0,405709.0,12779.0
Indiana,18,4775740.0,2249248.0,1547101.0,43085.0
Kentucky,21,3429405.0,1738564.0,1243861.0,40184.0
Minnesota,27,4194140.0,2381181.0,1625850.0,41673.0
Oklahoma,40,3385565.0,1469723.0,1048420.0,24318.0
Pennsylvania,42,10649235.0,5559900.0,3386346.0,129189.0
South Carolina,45,3914045.0,1781370.0,1217389.0,36181.0
District of Columbia,11,683975.0,294659.0,169356.0,8425.0
Kansas,20,2361115.0,1174632.0,779524.0,25039.0
Missouri,29,4715505.0,2118112.0,1431665.0,48563.0
Vermont,50,570360.0,298921.0,197369.0,7834.0
Virginia,51,6777945.0,3620627.0,2301433.0,87911.0
Connecticut,09,3395165.0,1762218.0,1147703.0,44297.0
Iowa,19,2481445.0,1299188.0,906973.0,28420.0
Louisiana,22,3513250.0,1443175.0,1095418.0,24627.0
Ohio,39,9214895.0,4432951.0,3125853.0,100515.0
Michigan,26,7872710.0,3879065.0,2623298.0,88150.0
South Dakota,46,802795.0,381363.0,277664.0,5851.0
Arkansas,05,2370830.0,1013104.0,655130.0,19942.0
Delaware,10,818475.0,408113.0,254251.0,10670.0
Mississippi,28,2246015.0,875596.0,633227.0,14825.0
New Mexico,35,1882565.0,1009080.0,683924.0,17992.0
North Dakota,38,590480.0,289672.0,226895.0,4520.0
Wyoming,56,468615.0,186518.0,139851.0,1884.0
Alaska,02,746705.0,291456.0,235666.0,7467.0
Maine,23,1144750.0,665622.0,448292.0,21349.0
Alabama,01,3664740.0,1483779.0,946333.0,29296.0
Idaho,16,1283065.0,575492.0,418474.0,8700.0
Montana,30,899445.0,411620.0,298912.0,7419.0
West Virginia,54,1522165.0,619294.0,477023.0,8434.0
