state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1003550.0,468528.0,91733.0,28245.0
Illinois,17,1631775.0,643555.0,162086.0,36114.0
California,06,5547100.0,2281453.0,458585.0,159000.0
Arizona,04,1011375.0,412841.0,73927.0,26179.0
Massachusetts,25,1018975.0,406024.0,83637.0,19602.0
Wisconsin,55,793050.0,302339.0,57508.0,17594.0
Texas,48,3513450.0,1731725.0,373624.0,80351.0
Nebraska,31,287400.0,116769.0,32380.0,5454.0
Utah,49,399425.0,201134.0,30065.0,7176.0
Oregon,41,606725.0,285528.0,53662.0,17636.0
Florida,12,3095850.0,1497903.0,204623.0,66754.0
New York,36,2812625.0,1320572.0,238722.0,73438.0
Rhode Island,44,153625.0,61554.0,18562.0,3018.0
Georgia,13,1441025.0,659212.0,89305.0,44336.0
New Hampshire,33,200625.0,88624.0,21781.0,4259.0
North Carolina,37,1399775.0,728551.0,120480.0,53788.0
New Jersey,34,1230550.0,558156.0,88198.0,30856.0
Colorado,08,806950.0,394156.0,98663.0,20359.0
Maryland,24,851250.0,355484.0,56274.0,20043.0
Nevada,32,339500.0,167481.0,26327.0,11279.0
Tennessee,47,939650.0,385682.0,123116.0,19197.0
Hawaii,15,226700.0,84139.0,19804.0,3504.0
Indiana,18,925300.0,454380.0,97614.0,23572.0
Kentucky,21,611050.0,297108.0,43142.0,15294.0
Minnesota,27,801775.0,315664.0,87269.0,20603.0
Oklahoma,40,592975.0,308458.0,52465.0,13688.0
Pennsylvania,42,1915350.0,695656.0,159259.0,35849.0
South Carolina,45,548750.0,302890.0,55183.0,21474.0
District of Columbia,11,144425.0,55599.0,15177.0,2247.0
Kansas,20,405550.0,157536.0,31429.0,8552.0
Missouri,29,822850.0,294872.0,85827.0,16739.0
Vermont,50,98775.0,46376.0,12418.0,2291.0
Virginia,51,1171750.0,552909.0,89645.0,43758.0
Connecticut,09,571775.0,315317.0,59437.0,16636.0
Iowa,19,391575.0,169341.0,40477.0,7679.0
Louisiana,22,620425.0,323609.0,51583.0,13785.0
Ohio,39,1532450.0,683323.0,106035.0,43198.0
Michigan,26,1359700.0,659118.0,143757.0,37939.0
South Dakota,46,123800.0,67171.0,24543.0,3771.0
Arkansas,05,453300.0,209445.0,40910.0,11359.0
Delaware,10,141825.0,68959.0,13121.0,4703.0
Mississippi,28,418050.0,181550.0,19475.0,9222.0
New Mexico,35,314750.0,180272.0,41669.0,10318.0
North Dakota,38,105900.0,60164.0,18244.0,2972.0
Wyoming,56,82825.0,37963.0,5419.0,2017.0
Alaska,02,178075.0,85672.0,20045.0,4850.0
Maine,23,208225.0,88878.0,24925.0,4956.0
Alabama,01,655275.0,241337.0,37431.0,16153.0
Idaho,16,210750.0,85373.0,16724.0,4204.0
Montana,30,138725.0,68032.0,18149.0,3689.0
West Virginia,54,278400.0,173750.0,50843.0,8151.0
