state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,572600.0,169650.0,22625.0,12671.0
Illinois,17,920225.0,291445.0,74186.0,18854.0
California,06,3435650.0,744545.0,133689.0,75188.0
Arizona,04,569525.0,104387.0,12392.0,13390.0
Massachusetts,25,656850.0,192619.0,24789.0,13361.0
Wisconsin,55,435900.0,125895.0,11343.0,0.0
Texas,48,1984225.0,861072.0,115965.0,66581.0
Nebraska,31,199800.0,69113.0,10529.0,5260.0
Utah,49,266025.0,98010.0,6021.0,8811.0
Oregon,41,325325.0,107843.0,7014.0,10465.0
Florida,12,1680200.0,647330.0,52969.0,71958.0
New York,36,1796850.0,587865.0,44512.0,52941.0
Rhode Island,44,82175.0,36489.0,5490.0,2460.0
Georgia,13,1003975.0,86105.0,8937.0,28185.0
New Hampshire,33,124300.0,12722.0,9.0,4605.0
North Carolina,37,852000.0,228686.0,35148.0,55328.0
New Jersey,34,654900.0,236053.0,26926.0,41937.0
Colorado,08,530800.0,198227.0,41271.0,15237.0
Maryland,24,561500.0,162350.0,12706.0,31825.0
Nevada,32,207150.0,31320.0,8761.0,0.0
Tennessee,47,598000.0,150893.0,24026.0,13456.0
Hawaii,15,154150.0,,,3122.0
Indiana,18,579050.0,125763.0,32040.0,19490.0
Kentucky,21,329450.0,111449.0,7725.0,10322.0
Minnesota,27,511200.0,154767.0,10426.0,3115.0
Oklahoma,40,396975.0,118786.0,22278.0,14560.0
Pennsylvania,42,1017475.0,285938.0,18051.0,37996.0
South Carolina,45,317450.0,87584.0,12213.0,18812.0
District of Columbia,11,68325.0,1957.0,1275.0,3237.0
Kansas,20,261175.0,58477.0,12470.0,7382.0
Missouri,29,526425.0,107939.0,22155.0,0.0
Vermont,50,69800.0,,,3814.0
Virginia,51,845900.0,,,27229.0
Connecticut,09,315025.0,58920.0,5268.0,10480.0
Iowa,19,264125.0,101859.0,9603.0,13402.0
Louisiana,22,369475.0,127078.0,21634.0,13415.0
Ohio,39,957700.0,329295.0,,17428.0
Michigan,26,772150.0,259119.0,31937.0,63834.0
South Dakota,46,88375.0,42789.0,7921.0,2014.0
Arkansas,05,297800.0,80458.0,12849.0,53975.0
Delaware,10,91250.0,16647.0,4050.0,2003.0
Mississippi,28,218825.0,51588.0,5722.0,6745.0
New Mexico,35,199525.0,45873.0,12426.0,3620.0
North Dakota,38,66725.0,34317.0,6395.0,1249.0
Wyoming,56,57800.0,14406.0,2559.0,1327.0
Alaska,02,149475.0,24541.0,6166.0,2842.0
Maine,23,136875.0,39157.0,5182.0,2303.0
Alabama,01,378975.0,74792.0,9245.0,5906.0
Idaho,16,158125.0,33176.0,5653.0,3027.0
Montana,30,89550.0,31886.0,6823.0,1980.0
West Virginia,54,160975.0,,,7379.0
