state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,2443300.0,1186560.0,642362.0,49655.0
Illinois,17,3722705.0,2076864.0,867812.0,77559.0
California,06,12528070.0,6520515.0,2900991.0,252715.0
Arizona,04,2244885.0,1262868.0,575562.0,51993.0
Massachusetts,25,2115560.0,1278555.0,538986.0,48248.0
Wisconsin,55,1814215.0,984053.0,525277.0,37365.0
Texas,48,8234755.0,3735197.0,1984483.0,165192.0
Nebraska,31,604380.0,316806.0,162493.0,13162.0
Utah,49,879350.0,406252.0,191035.0,15893.0
Oregon,41,1293095.0,659018.0,369954.0,24769.0
Florida,12,6744275.0,3184067.0,1773464.0,95984.0
New York,36,5987175.0,2880527.0,1510765.0,103303.0
Rhode Island,44,350915.0,196835.0,79532.0,9163.0
Georgia,13,3067745.0,1268982.0,746611.0,29231.0
New Hampshire,33,437345.0,241410.0,101109.0,8039.0
North Carolina,37,3028055.0,1626567.0,882572.0,60984.0
New Jersey,34,2618060.0,1511554.0,758817.0,61182.0
Colorado,08,1747350.0,935576.0,484943.0,27913.0
Maryland,24,1946505.0,922936.0,513499.0,36841.0
Nevada,32,883370.0,462624.0,242435.0,17823.0
Tennessee,47,1974990.0,911906.0,470596.0,37967.0
Hawaii,15,536520.0,251442.0,143658.0,8453.0
Indiana,18,2053030.0,1021447.0,586294.0,46529.0
Kentucky,21,1418685.0,724283.0,361821.0,29971.0
Minnesota,27,1653440.0,971142.0,476415.0,39088.0
Oklahoma,40,1408880.0,708140.0,401779.0,31154.0
Pennsylvania,42,4025115.0,1991624.0,888877.0,72196.0
South Carolina,45,1482565.0,759604.0,359783.0,25988.0
District of Columbia,11,296805.0,85368.0,41860.0,4641.0
Kansas,20,868885.0,444176.0,216606.0,16024.0
Missouri,29,1709605.0,872317.0,445647.0,39022.0
Vermont,50,227350.0,109213.0,58448.0,3925.0
Virginia,51,2735305.0,1402684.0,752851.0,57929.0
Connecticut,09,1281935.0,719571.0,307686.0,21039.0
Iowa,19,940045.0,550827.0,190215.0,17969.0
Louisiana,22,1479200.0,684129.0,381780.0,25309.0
Ohio,39,3573485.0,1755260.0,948185.0,70639.0
Michigan,26,3103600.0,1536958.0,870088.0,57718.0
South Dakota,46,341900.0,186707.0,95545.0,6478.0
Arkansas,05,963040.0,431866.0,236706.0,18660.0
Delaware,10,323935.0,145892.0,73766.0,5543.0
Mississippi,28,898945.0,427476.0,224099.0,20112.0
New Mexico,35,800425.0,475459.0,254632.0,15570.0
North Dakota,38,266470.0,149585.0,79607.0,6039.0
Wyoming,56,211415.0,99916.0,54562.0,2945.0
Alaska,02,372725.0,168646.0,100902.0,4288.0
Maine,23,451450.0,229054.0,108916.0,4985.0
Alabama,01,1461320.0,663187.0,330046.0,22436.0
Idaho,16,517115.0,266252.0,135920.0,9885.0
Montana,30,342145.0,191691.0,94683.0,6164.0
West Virginia,54,644595.0,319813.0,207129.0,9413.0
