state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,2013420.0,1045186.0,457134.0,41214.0
Illinois,17,3327065.0,1826927.0,623117.0,66469.0
California,06,10702330.0,5639811.0,2170406.0,221857.0
Arizona,04,1977925.0,1110854.0,407127.0,55863.0
Massachusetts,25,1982950.0,1108977.0,407380.0,51877.0
Wisconsin,55,1447395.0,880148.0,392949.0,38605.0
Texas,48,7191395.0,3383302.0,1563048.0,87380.0
Nebraska,31,539590.0,271328.0,129779.0,15856.0
Utah,49,759020.0,363912.0,155000.0,13791.0
Oregon,41,1133695.0,567693.0,289751.0,24710.0
Florida,12,5997365.0,2881733.0,1513077.0,114305.0
New York,36,5349415.0,2449913.0,1266482.0,91830.0
Rhode Island,44,292365.0,154012.0,64774.0,9580.0
Georgia,13,2535925.0,1203510.0,649555.0,63689.0
New Hampshire,33,383145.0,203338.0,88867.0,9131.0
North Carolina,37,2770825.0,1389988.0,743827.0,61381.0
New Jersey,34,2297580.0,1278650.0,599628.0,46169.0
Colorado,08,1512970.0,847173.0,413202.0,34876.0
Maryland,24,1672605.0,802351.0,398749.0,36687.0
Nevada,32,742630.0,409992.0,186083.0,21973.0
Tennessee,47,1774540.0,777850.0,380372.0,25211.0
Hawaii,15,459350.0,228596.0,113081.0,14151.0
Indiana,18,1734580.0,911754.0,442984.0,35377.0
Kentucky,21,1204585.0,614219.0,285516.0,22140.0
Minnesota,27,1520290.0,816072.0,375311.0,37703.0
Oklahoma,40,1271050.0,613865.0,309461.0,34146.0
Pennsylvania,42,3493465.0,1731971.0,689403.0,67892.0
South Carolina,45,1197015.0,687074.0,286518.0,31183.0
District of Columbia,11,269005.0,73826.0,32760.0,5983.0
Kansas,20,754495.0,388418.0,171637.0,17963.0
Missouri,29,1519205.0,732498.0,346732.0,35032.0
Vermont,50,194760.0,94866.0,46877.0,4144.0
Virginia,51,2360275.0,1222818.0,562296.0,49057.0
Connecticut,09,1099225.0,615837.0,283844.0,24835.0
Iowa,19,792615.0,466702.0,155321.0,18033.0
Louisiana,22,1247910.0,592378.0,312695.0,18460.0
Ohio,39,3030705.0,1535852.0,738512.0,66136.0
Michigan,26,2629540.0,1341342.0,716292.0,51942.0
South Dakota,46,298240.0,162773.0,79453.0,10978.0
Arkansas,05,816730.0,378928.0,172834.0,9645.0
Delaware,10,274055.0,133489.0,51176.0,4961.0
Mississippi,28,767265.0,368736.0,162441.0,12443.0
New Mexico,35,680475.0,417861.0,206504.0,24470.0
North Dakota,38,233550.0,127113.0,64769.0,6532.0
Wyoming,56,172465.0,91162.0,43164.0,5169.0
Alaska,02,315765.0,156267.0,86836.0,7148.0
Maine,23,387360.0,211853.0,96565.0,8988.0
Alabama,01,1138650.0,604602.0,253615.0,27098.0
Idaho,16,422185.0,234983.0,104666.0,10909.0
Montana,30,301215.0,171428.0,75207.0,8864.0
West Virginia,54,556135.0,290180.0,174540.0,11210.0
