state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1601125.0,982469.0,364470.0,40241.0
Illinois,17,2883925.0,1647720.0,492551.0,71364.0
California,06,9164130.0,5159868.0,1753917.0,231928.0
Arizona,04,1679175.0,1036237.0,335248.0,55158.0
Massachusetts,25,1580500.0,987512.0,326108.0,50527.0
Wisconsin,55,1300325.0,818760.0,306537.0,38988.0
Texas,48,5520100.0,3205884.0,1331268.0,95577.0
Nebraska,31,472325.0,235260.0,110603.0,12550.0
Utah,49,657150.0,343017.0,136006.0,10626.0
Oregon,41,922300.0,529837.0,234021.0,25515.0
Florida,12,4971575.0,2793123.0,1378573.0,140344.0
New York,36,4165325.0,2296133.0,1066991.0,104996.0
Rhode Island,44,246175.0,124576.0,57064.0,7116.0
Georgia,13,2286360.0,1158554.0,527556.0,63968.0
New Hampshire,33,328525.0,166491.0,74721.0,7182.0
North Carolina,37,2293000.0,1339762.0,616620.0,73115.0
New Jersey,34,1809900.0,1139254.0,458928.0,50244.0
Colorado,08,1332775.0,780757.0,345623.0,41118.0
Maryland,24,1435375.0,709862.0,300029.0,33219.0
Nevada,32,645250.0,380921.0,138633.0,18309.0
Tennessee,47,1466450.0,740230.0,339016.0,25995.0
Hawaii,15,397750.0,210213.0,90892.0,13223.0
Indiana,18,1487400.0,841694.0,350440.0,45789.0
Kentucky,21,998250.0,547573.0,228157.0,20370.0
Minnesota,27,1269275.0,754315.0,293643.0,37825.0
Oklahoma,40,1061775.0,565691.0,240890.0,24738.0
Pennsylvania,42,2989725.0,1601176.0,577183.0,73730.0
South Carolina,45,1064775.0,610292.0,222887.0,28383.0
District of Columbia,11,225125.0,106692.0,50145.0,6143.0
Kansas,20,624975.0,334112.0,128614.0,16568.0
Missouri,29,1222875.0,708969.0,295456.0,42395.0
Vermont,50,159650.0,86590.0,40829.0,3940.0
Virginia,51,1942700.0,1154362.0,459751.0,52950.0
Connecticut,09,958925.0,558539.0,253770.0,27991.0
Iowa,19,669900.0,411926.0,134995.0,20590.0
Louisiana,22,987625.0,572666.0,285057.0,22636.0
Ohio,39,2504150.0,1432292.0,563650.0,65606.0
Michigan,26,2270370.0,1223696.0,591771.0,52608.0
South Dakota,46,262800.0,148976.0,69083.0,9933.0
Arkansas,05,691525.0,362972.0,150812.0,10018.0
Delaware,10,204200.0,130818.0,43614.0,5531.0
Mississippi,28,647825.0,341669.0,131916.0,12567.0
New Mexico,35,599575.0,379606.0,177122.0,24825.0
North Dakota,38,192100.0,122026.0,58099.0,6133.0
Wyoming,56,150005.0,87289.0,36651.0,5025.0
Alaska,02,299935.0,143887.0,71892.0,6970.0
Maine,23,335375.0,190220.0,75845.0,10702.0
Alabama,01,1077600.0,545431.0,192304.0,24002.0
Idaho,16,357200.0,211625.0,81497.0,12941.0
Montana,30,250795.0,157930.0,62657.0,9076.0
West Virginia,54,481225.0,279255.0,161329.0,12741.0
