state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1168625.0,637940.0,147498.0,32318.0
Illinois,17,2053325.0,905981.0,247763.0,50721.0
California,06,6438225.0,3085932.0,625189.0,139561.0
Arizona,04,1185700.0,573845.0,111645.0,28424.0
Massachusetts,25,1229075.0,517135.0,134311.0,23228.0
Wisconsin,55,925800.0,458321.0,84998.0,26714.0
Texas,48,4232675.0,2181310.0,621991.0,99765.0
Nebraska,31,344225.0,141657.0,52390.0,6444.0
Utah,49,492450.0,258569.0,74992.0,16237.0
Oregon,41,706575.0,369704.0,100414.0,18800.0
Florida,12,3658975.0,1793625.0,422482.0,73786.0
New York,36,3377325.0,1576553.0,388798.0,61400.0
Rhode Island,44,178600.0,75963.0,27884.0,3391.0
Georgia,13,1686125.0,834091.0,152626.0,34833.0
New Hampshire,33,244025.0,108112.0,36868.0,4948.0
North Carolina,37,1715675.0,875375.0,186914.0,30525.0
New Jersey,34,1433750.0,703957.0,145570.0,29072.0
Colorado,08,983225.0,485332.0,149829.0,20460.0
Maryland,24,972225.0,463885.0,101425.0,21945.0
Nevada,32,424800.0,244381.0,45735.0,13808.0
Tennessee,47,1090300.0,477784.0,204419.0,24885.0
Hawaii,15,262900.0,120533.0,30573.0,6738.0
Indiana,18,1116375.0,541269.0,129626.0,17007.0
Kentucky,21,746500.0,372114.0,81502.0,16226.0
Minnesota,27,931500.0,459716.0,131728.0,32973.0
Oklahoma,40,700225.0,382044.0,99354.0,17304.0
Pennsylvania,42,2203850.0,958587.0,257255.0,51766.0
South Carolina,45,683600.0,403766.0,89983.0,19641.0
District of Columbia,11,164900.0,66645.0,21313.0,3322.0
Kansas,20,471775.0,198352.0,51322.0,8732.0
Missouri,29,945850.0,388692.0,112106.0,17522.0
Vermont,50,116075.0,56221.0,20843.0,2618.0
Virginia,51,1381375.0,774590.0,146937.0,40095.0
Connecticut,09,666175.0,375795.0,97568.0,14381.0
Iowa,19,471200.0,206516.0,69401.0,9536.0
Louisiana,22,746550.0,393389.0,115629.0,19155.0
Ohio,39,1899800.0,908994.0,217948.0,48316.0
Michigan,26,1634000.0,835524.0,229373.0,37770.0
South Dakota,46,153450.0,81697.0,33898.0,3414.0
Arkansas,05,516925.0,266563.0,68778.0,12200.0
Delaware,10,161525.0,89727.0,20394.0,4071.0
Mississippi,28,494975.0,222860.0,27786.0,7094.0
New Mexico,35,364775.0,224290.0,67246.0,9982.0
North Dakota,38,131625.0,74387.0,28847.0,3836.0
Wyoming,56,97750.0,49361.0,10495.0,2479.0
Alaska,02,240325.0,99596.0,30172.0,3440.0
Maine,23,254550.0,114962.0,36870.0,5464.0
Alabama,01,799675.0,338845.0,69155.0,18491.0
Idaho,16,262275.0,113110.0,26345.0,5585.0
Montana,30,163675.0,87042.0,28942.0,4276.0
West Virginia,54,328600.0,197939.0,78405.0,7450.0
