state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1208600.0,684484.0,170990.0,31975.0
Illinois,17,2089050.0,1028487.0,275276.0,54451.0
California,06,6963500.0,3389906.0,727993.0,148831.0
Arizona,04,1186000.0,629750.0,136236.0,29917.0
Massachusetts,25,1247600.0,571853.0,153692.0,25720.0
Wisconsin,55,926300.0,521331.0,110306.0,26856.0
Texas,48,4402275.0,2371311.0,734386.0,109611.0
Nebraska,31,346375.0,157139.0,59985.0,7304.0
Utah,49,493525.0,284458.0,88190.0,16255.0
Oregon,41,734950.0,389513.0,118378.0,18212.0
Florida,12,3791925.0,1865090.0,512064.0,70806.0
New York,36,3378300.0,1661253.0,468747.0,61912.0
Rhode Island,44,192300.0,81085.0,30711.0,3391.0
Georgia,13,1688075.0,887597.0,188736.0,34588.0
New Hampshire,33,257700.0,116523.0,43888.0,5348.0
North Carolina,37,1718275.0,939554.0,230372.0,38929.0
New Jersey,34,1480825.0,791011.0,199040.0,38906.0
Colorado,08,991075.0,512024.0,178975.0,21358.0
Maryland,24,1029725.0,496331.0,129951.0,21580.0
Nevada,32,427800.0,264060.0,56456.0,14009.0
Tennessee,47,1156975.0,521621.0,228198.0,25451.0
Hawaii,15,263000.0,132701.0,37054.0,8365.0
Indiana,18,1118350.0,593266.0,156083.0,20369.0
Kentucky,21,747000.0,406790.0,108050.0,18738.0
Minnesota,27,950250.0,509608.0,150576.0,31074.0
Oklahoma,40,734625.0,406359.0,131556.0,18707.0
Pennsylvania,42,2292500.0,1036395.0,298741.0,43724.0
South Carolina,45,684700.0,435079.0,103432.0,19288.0
District of Columbia,11,166950.0,71810.0,24069.0,3623.0
Kansas,20,492250.0,218170.0,60203.0,10533.0
Missouri,29,961525.0,448830.0,129273.0,25073.0
Vermont,50,116075.0,58637.0,24212.0,2745.0
Virginia,51,1387775.0,842587.0,180751.0,38094.0
Connecticut,09,740300.0,395554.0,115349.0,14030.0
Iowa,19,510550.0,224437.0,80640.0,10093.0
Louisiana,22,769750.0,419327.0,150219.0,21403.0
Ohio,39,1901750.0,975620.0,265445.0,47355.0
Michigan,26,1639575.0,896162.0,282345.0,38680.0
South Dakota,46,161150.0,88882.0,38626.0,3535.0
Arkansas,05,540050.0,290153.0,81564.0,12289.0
Delaware,10,161525.0,94962.0,22791.0,3709.0
Mississippi,28,515450.0,252569.0,47607.0,11140.0
New Mexico,35,364875.0,240516.0,78774.0,10613.0
North Dakota,38,131625.0,81935.0,35123.0,4165.0
Wyoming,56,101650.0,56076.0,14835.0,3242.0
Alaska,02,248500.0,103163.0,35773.0,3411.0
Maine,23,254550.0,126127.0,40806.0,5223.0
Alabama,01,804100.0,370275.0,84278.0,16105.0
Idaho,16,266475.0,133810.0,32011.0,8784.0
Montana,30,163675.0,96394.0,34207.0,4516.0
West Virginia,54,357000.0,214301.0,100159.0,8353.0
