state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,4834980.0,2409702.0,1484150.0,71929.0
Illinois,17,8021745.0,4207838.0,2243105.0,114094.0
California,06,25338590.0,12935569.0,6817086.0,357814.0
Arizona,04,4538885.0,2276832.0,1332012.0,59149.0
Massachusetts,25,4604300.0,2519546.0,1416618.0,74776.0
Wisconsin,55,3470905.0,1990383.0,1190601.0,57632.0
Texas,48,16832185.0,7968097.0,4454581.0,266353.0
Nebraska,31,1271990.0,628371.0,385220.0,19164.0
Utah,49,1733400.0,898948.0,418324.0,27210.0
Oregon,41,2552055.0,1270002.0,762016.0,35846.0
Florida,12,13882365.0,6343593.0,3692088.0,167914.0
New York,36,12718855.0,6492009.0,3901557.0,263628.0
Rhode Island,44,684165.0,364970.0,243536.0,11564.0
Georgia,13,6237495.0,2726041.0,1392057.0,75653.0
New Hampshire,33,843385.0,545794.0,261125.0,25560.0
North Carolina,37,6564440.0,3206121.0,1869358.0,78809.0
New Jersey,34,5517655.0,3173887.0,1849501.0,101852.0
Colorado,08,3527450.0,1837148.0,1081615.0,53895.0
Maryland,24,3811300.0,2012202.0,1157059.0,64164.0
Nevada,32,1770070.0,899995.0,530902.0,22494.0
Tennessee,47,4119970.0,1829918.0,1034467.0,55152.0
Hawaii,15,1011720.0,467072.0,290158.0,11625.0
Indiana,18,3640170.0,1814438.0,1208285.0,45326.0
Kentucky,21,2731145.0,1459286.0,861916.0,39514.0
Minnesota,27,3365000.0,1891156.0,1164165.0,56854.0
Oklahoma,40,2838195.0,1290295.0,780664.0,34529.0
Pennsylvania,42,8174805.0,4383439.0,2327675.0,125744.0
South Carolina,45,3053895.0,1460004.0,816770.0,32412.0
District of Columbia,11,542795.0,208953.0,107122.0,8872.0
Kansas,20,1884795.0,957516.0,535254.0,27243.0
Missouri,29,3766895.0,1694322.0,1027187.0,53466.0
Vermont,50,457350.0,226900.0,133072.0,8113.0
Virginia,51,5206295.0,2872684.0,1587126.0,100970.0
Connecticut,09,2577515.0,1338982.0,795034.0,39768.0
Iowa,19,1919805.0,1055869.0,672306.0,34638.0
Louisiana,22,2903390.0,1277773.0,833412.0,36549.0
Ohio,39,7410125.0,3635530.0,2135726.0,106230.0
Michigan,26,6104740.0,3044568.0,1856996.0,90770.0
South Dakota,46,667495.0,327720.0,213475.0,8319.0
Arkansas,05,1908100.0,855314.0,481056.0,27298.0
Delaware,10,636065.0,326506.0,172112.0,10083.0
Mississippi,28,1843015.0,760076.0,486269.0,17668.0
New Mexico,35,1514445.0,843781.0,534359.0,21555.0
North Dakota,38,490330.0,261321.0,172158.0,7844.0
Wyoming,56,405665.0,161571.0,109423.0,3894.0
Alaska,02,636665.0,254263.0,170747.0,3513.0
Maine,23,914940.0,496443.0,294735.0,14308.0
Alabama,01,2891780.0,1234131.0,705197.0,28769.0
Idaho,16,1027045.0,487864.0,315017.0,12716.0
Montana,30,722595.0,346534.0,222127.0,10014.0
West Virginia,54,1246555.0,566647.0,376323.0,13788.0
