state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,3132270.0,1638176.0,926711.0,59802.0
Illinois,17,5167015.0,2755219.0,1462024.0,103399.0
California,06,16376020.0,8027407.0,3819878.0,178375.0
Arizona,04,3024585.0,1602626.0,891501.0,56433.0
Massachusetts,25,2891100.0,1718071.0,874199.0,59056.0
Wisconsin,55,2233235.0,1324859.0,737620.0,43257.0
Texas,48,10967665.0,5417558.0,2827711.0,211968.0
Nebraska,31,833730.0,429096.0,247494.0,15765.0
Utah,49,1144940.0,611477.0,265873.0,24904.0
Oregon,41,1642605.0,870504.0,498278.0,27662.0
Florida,12,9145275.0,4387617.0,2445584.0,172548.0
New York,36,8237955.0,4226938.0,2049086.0,151066.0
Rhode Island,44,463415.0,267498.0,111247.0,7832.0
Georgia,13,3981815.0,1662522.0,1033760.0,55396.0
New Hampshire,33,565165.0,333706.0,155650.0,11228.0
North Carolina,37,4267910.0,2193331.0,1219606.0,83400.0
New Jersey,34,3577765.0,2126722.0,1084991.0,75859.0
Colorado,08,2345060.0,1200280.0,695186.0,36020.0
Maryland,24,2430150.0,1316888.0,740659.0,45196.0
Nevada,32,1169770.0,622883.0,352638.0,22869.0
Tennessee,47,2718400.0,1238369.0,659519.0,40964.0
Hawaii,15,681200.0,329359.0,202968.0,13143.0
Indiana,18,2537330.0,1297939.0,837398.0,40366.0
Kentucky,21,1798045.0,1022830.0,520049.0,34676.0
Minnesota,27,2263220.0,1330645.0,715550.0,45642.0
Oklahoma,40,1981405.0,942162.0,513020.0,26681.0
Pennsylvania,42,5446125.0,2812196.0,1378528.0,124576.0
South Carolina,45,1935035.0,1017665.0,574646.0,33739.0
District of Columbia,11,388865.0,120982.0,61934.0,5518.0
Kansas,20,1257325.0,618089.0,323386.0,23738.0
Missouri,29,2415805.0,1188641.0,633641.0,38159.0
Vermont,50,292890.0,149158.0,77769.0,5726.0
Virginia,51,3291575.0,1872241.0,1066807.0,63765.0
Connecticut,09,1659085.0,933367.0,496443.0,30845.0
Iowa,19,1288785.0,734394.0,407760.0,29727.0
Louisiana,22,1890870.0,925437.0,540865.0,40490.0
Ohio,39,4748935.0,2388057.0,1387721.0,85837.0
Michigan,26,3925470.0,2053751.0,1156819.0,64172.0
South Dakota,46,457035.0,241971.0,134683.0,7158.0
Arkansas,05,1251620.0,579157.0,309827.0,16767.0
Delaware,10,422015.0,197168.0,115574.0,6046.0
Mississippi,28,1239205.0,589211.0,326212.0,18898.0
New Mexico,35,1035005.0,608238.0,348248.0,18306.0
North Dakota,38,344170.0,197376.0,110128.0,6330.0
Wyoming,56,270015.0,129196.0,80582.0,4839.0
Alaska,02,472395.0,202410.0,130857.0,5473.0
Maine,23,583690.0,343171.0,185511.0,15838.0
Alabama,01,1918560.0,849337.0,497653.0,26926.0
Idaho,16,671845.0,340495.0,206561.0,11304.0
Montana,30,481155.0,251203.0,148811.0,8395.0
West Virginia,54,823965.0,417836.0,259988.0,11842.0
