state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,2942240.0,1437268.0,804325.0,59146.0
Illinois,17,4715845.0,2414809.0,1166993.0,91731.0
California,06,15047220.0,7400238.0,3444791.0,204065.0
Arizona,04,2638855.0,1435152.0,750217.0,50873.0
Massachusetts,25,2657570.0,1510698.0,706965.0,55479.0
Wisconsin,55,2154685.0,1155268.0,642274.0,41608.0
Texas,48,9694925.0,4574899.0,2460920.0,191891.0
Nebraska,31,769090.0,387731.0,209383.0,15629.0
Utah,49,1054260.0,512666.0,236663.0,22533.0
Oregon,41,1480885.0,773967.0,440717.0,26234.0
Florida,12,8455205.0,3760044.0,2074763.0,126219.0
New York,36,7147625.0,3651402.0,1792253.0,147075.0
Rhode Island,44,422115.0,240963.0,94332.0,8258.0
Georgia,13,3706995.0,1420118.0,910623.0,45880.0
New Hampshire,33,512715.0,289813.0,123431.0,9056.0
North Carolina,37,3719845.0,1858432.0,1015937.0,52006.0
New Jersey,34,3161120.0,1821711.0,923455.0,64587.0
Colorado,08,2119340.0,1061907.0,584872.0,31695.0
Maryland,24,2254210.0,1141469.0,647080.0,46381.0
Nevada,32,1124830.0,544881.0,298403.0,20255.0
Tennessee,47,2344940.0,1064302.0,575734.0,37434.0
Hawaii,15,632120.0,287071.0,179965.0,10190.0
Indiana,18,2443780.0,1161968.0,724015.0,38324.0
Kentucky,21,1692775.0,872816.0,448228.0,33230.0
Minnesota,27,2011060.0,1167407.0,603801.0,43302.0
Oklahoma,40,1744610.0,822520.0,468285.0,26087.0
Pennsylvania,42,4808285.0,2401448.0,1117905.0,91116.0
South Carolina,45,1776495.0,885144.0,505570.0,39188.0
District of Columbia,11,355785.0,102392.0,52813.0,4779.0
Kansas,20,1094695.0,521147.0,265215.0,17443.0
Missouri,29,2043505.0,1038458.0,544220.0,37576.0
Vermont,50,272530.0,130466.0,69148.0,4620.0
Virginia,51,3091425.0,1642937.0,917398.0,54612.0
Connecticut,09,1525915.0,897576.0,345611.0,29362.0
Iowa,19,1162165.0,653454.0,313434.0,30238.0
Louisiana,22,1739230.0,811301.0,465217.0,28836.0
Ohio,39,4331405.0,2070097.0,1178428.0,76075.0
Michigan,26,3758740.0,1805357.0,1009603.0,56822.0
South Dakota,46,411670.0,213680.0,113842.0,6313.0
Arkansas,05,1158630.0,501653.0,279815.0,15991.0
Delaware,10,389215.0,174037.0,103622.0,8526.0
Mississippi,28,1089955.0,509358.0,280373.0,19173.0
New Mexico,35,972065.0,545238.0,304689.0,16790.0
North Dakota,38,318530.0,173961.0,91874.0,5571.0
Wyoming,56,246125.0,115046.0,68289.0,4148.0
Alaska,02,430685.0,184906.0,117345.0,4678.0
Maine,23,541780.0,290479.0,152152.0,13985.0
Alabama,01,1689050.0,747268.0,420083.0,24118.0
Idaho,16,617985.0,304032.0,178260.0,11368.0
Montana,30,414385.0,220672.0,123617.0,8205.0
West Virginia,54,773125.0,367001.0,231295.0,9973.0
