state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1500325.0,914138.0,327192.0,30817.0
Illinois,17,2706400.0,1557154.0,446598.0,61794.0
California,06,8722400.0,4865151.0,1581541.0,194468.0
Arizona,04,1396475.0,914468.0,283955.0,37314.0
Massachusetts,25,1526150.0,912258.0,299871.0,41458.0
Wisconsin,55,1243125.0,762117.0,266163.0,30553.0
Texas,48,5258675.0,3071010.0,1259237.0,89324.0
Nebraska,31,427000.0,206790.0,96439.0,8168.0
Utah,49,618325.0,322861.0,126080.0,5925.0
Oregon,41,878600.0,496092.0,209930.0,17076.0
Florida,12,4700950.0,2562863.0,1231696.0,123071.0
New York,36,4022525.0,2176004.0,993790.0,90449.0
Rhode Island,44,234500.0,108152.0,51711.0,4571.0
Georgia,13,2145525.0,1073929.0,462570.0,42314.0
New Hampshire,33,321625.0,157078.0,69617.0,6109.0
North Carolina,37,2119250.0,1238992.0,540933.0,57088.0
New Jersey,34,1790200.0,1103016.0,433066.0,49357.0
Colorado,08,1282300.0,724699.0,322769.0,33990.0
Maryland,24,1249925.0,664228.0,265183.0,26441.0
Nevada,32,593275.0,346585.0,117870.0,12558.0
Tennessee,47,1410500.0,691486.0,318673.0,21143.0
Hawaii,15,320950.0,174151.0,73236.0,6682.0
Indiana,18,1452900.0,803800.0,320425.0,41992.0
Kentucky,21,950600.0,517316.0,205575.0,16853.0
Minnesota,27,1200250.0,696510.0,257283.0,29002.0
Oklahoma,40,816650.0,487252.0,209203.0,10297.0
Pennsylvania,42,2731050.0,1478146.0,518285.0,58330.0
South Carolina,45,939350.0,562999.0,201703.0,21374.0
District of Columbia,11,193900.0,88924.0,41311.0,2674.0
Kansas,20,581975.0,302165.0,112651.0,12129.0
Missouri,29,1144775.0,646707.0,259295.0,31498.0
Vermont,50,151350.0,79606.0,38381.0,3039.0
Virginia,51,1714800.0,1076555.0,396059.0,40084.0
Connecticut,09,922075.0,525133.0,231795.0,23848.0
Iowa,19,648600.0,377848.0,124111.0,17183.0
Louisiana,22,928425.0,533933.0,259851.0,22356.0
Ohio,39,2402050.0,1343458.0,514513.0,57466.0
Michigan,26,2174800.0,1155117.0,545553.0,43820.0
South Dakota,46,197050.0,116461.0,54611.0,4206.0
Arkansas,05,664225.0,346623.0,140662.0,8562.0
Delaware,10,189050.0,121487.0,37499.0,3782.0
Mississippi,28,616050.0,318006.0,119684.0,10423.0
New Mexico,35,454450.0,306504.0,144049.0,12310.0
North Dakota,38,163150.0,104196.0,50438.0,3305.0
Wyoming,56,127075.0,74983.0,30110.0,3702.0
Alaska,02,271550.0,133491.0,65245.0,5268.0
Maine,23,321850.0,174543.0,65928.0,7028.0
Alabama,01,1032175.0,505660.0,165104.0,18400.0
Idaho,16,336650.0,195596.0,71408.0,9202.0
Montana,30,208225.0,136359.0,53250.0,5819.0
West Virginia,54,441500.0,254778.0,148742.0,8965.0
