state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,2245010.0,1166618.0,621171.0,45811.0
Illinois,17,3575135.0,2045444.0,847352.0,78880.0
California,06,11587650.0,6294258.0,2740495.0,214479.0
Arizona,04,2148015.0,1244879.0,555881.0,48955.0
Massachusetts,25,2091730.0,1260542.0,523119.0,47791.0
Wisconsin,55,1588665.0,971107.0,517730.0,35514.0
Texas,48,7615175.0,3533100.0,1804118.0,123045.0
Nebraska,31,603210.0,311102.0,159766.0,13667.0
Utah,49,820950.0,391925.0,177939.0,11090.0
Oregon,41,1241415.0,650472.0,364170.0,25692.0
Florida,12,6313355.0,3166839.0,1761444.0,93905.0
New York,36,5757205.0,2777745.0,1473773.0,91983.0
Rhode Island,44,308415.0,192198.0,77763.0,9068.0
Georgia,13,2881145.0,1260430.0,743037.0,28421.0
New Hampshire,33,412275.0,236501.0,100268.0,8130.0
North Carolina,37,2985475.0,1615012.0,875367.0,60066.0
New Jersey,34,2508320.0,1448799.0,730381.0,54984.0
Colorado,08,1700660.0,924947.0,479652.0,25887.0
Maryland,24,1837445.0,906877.0,503576.0,36088.0
Nevada,32,867240.0,458492.0,238432.0,18372.0
Tennessee,47,1965740.0,903477.0,468251.0,37689.0
Hawaii,15,497760.0,250646.0,141240.0,8332.0
Indiana,18,1848620.0,1016048.0,582218.0,46116.0
Kentucky,21,1317325.0,713307.0,358604.0,29618.0
Minnesota,27,1599790.0,963223.0,469986.0,41617.0
Oklahoma,40,1399890.0,704200.0,400460.0,32546.0
Pennsylvania,42,3915545.0,1956197.0,871814.0,68183.0
South Carolina,45,1339205.0,755284.0,357296.0,26318.0
District of Columbia,11,284655.0,84724.0,41210.0,4834.0
Kansas,20,867585.0,439896.0,212327.0,15173.0
Missouri,29,1694635.0,865315.0,443345.0,38731.0
Vermont,50,206910.0,107238.0,56934.0,3802.0
Virginia,51,2536495.0,1379963.0,741128.0,57354.0
Connecticut,09,1198495.0,712375.0,306075.0,21218.0
Iowa,19,901745.0,546840.0,188168.0,17665.0
Louisiana,22,1331680.0,678364.0,379791.0,24764.0
Ohio,39,3301865.0,1723002.0,920316.0,66320.0
Michigan,26,2704700.0,1514180.0,859526.0,55008.0
South Dakota,46,329300.0,186324.0,95432.0,6587.0
Arkansas,05,892660.0,425567.0,233685.0,18023.0
Delaware,10,291815.0,145722.0,73675.0,5925.0
Mississippi,28,869955.0,422306.0,220044.0,19723.0
New Mexico,35,738705.0,470185.0,248615.0,15269.0
North Dakota,38,246570.0,149458.0,79483.0,6031.0
Wyoming,56,195855.0,99880.0,54518.0,3015.0
Alaska,02,342535.0,168069.0,99916.0,4304.0
Maine,23,416090.0,228686.0,108839.0,5270.0
Alabama,01,1402280.0,653309.0,316073.0,22111.0
Idaho,16,485195.0,263438.0,133284.0,9715.0
Montana,30,341645.0,191091.0,93750.0,6266.0
West Virginia,54,605255.0,318168.0,206179.0,9780.0
