state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,4114320.0,2232951.0,1318086.0,65149.0
Illinois,17,6883535.0,3832086.0,2042458.0,106066.0
California,06,21865730.0,11802833.0,6131336.0,378982.0
Arizona,04,3970345.0,2105116.0,1205521.0,60022.0
Massachusetts,25,3848770.0,2293964.0,1256616.0,66048.0
Wisconsin,55,2996415.0,1819527.0,1058703.0,55981.0
Texas,48,14660795.0,7211223.0,3756181.0,199393.0
Nebraska,31,1072470.0,578881.0,337174.0,14663.0
Utah,49,1500500.0,784153.0,350096.0,19812.0
Oregon,41,2205385.0,1158213.0,679516.0,31159.0
Florida,12,12219465.0,5840928.0,3251908.0,155060.0
New York,36,11109835.0,5861761.0,3071121.0,191413.0
Rhode Island,44,616065.0,336637.0,212922.0,9890.0
Georgia,13,5385975.0,2447419.0,1275068.0,69056.0
New Hampshire,33,743355.0,410366.0,230996.0,9284.0
North Carolina,37,5680940.0,2974973.0,1678682.0,76051.0
New Jersey,34,4794085.0,2859012.0,1566611.0,81223.0
Colorado,08,3060410.0,1664752.0,976137.0,46590.0
Maryland,24,3335590.0,1813685.0,980397.0,51636.0
Nevada,32,1548430.0,842620.0,483961.0,23297.0
Tennessee,47,3554800.0,1669271.0,912101.0,50044.0
Hawaii,15,890600.0,439169.0,259463.0,10179.0
Indiana,18,3328110.0,1673593.0,1098306.0,42471.0
Kentucky,21,2371375.0,1365477.0,752613.0,37307.0
Minnesota,27,2907150.0,1722919.0,1018107.0,46411.0
Oklahoma,40,2530785.0,1201827.0,685348.0,30493.0
Pennsylvania,42,7164385.0,3971897.0,2055405.0,163556.0
South Carolina,45,2652225.0,1378779.0,756487.0,39172.0
District of Columbia,11,491635.0,181374.0,91317.0,6675.0
Kansas,20,1643765.0,854185.0,477019.0,25811.0
Missouri,29,3256125.0,1544780.0,888800.0,41481.0
Vermont,50,393330.0,203266.0,111151.0,5532.0
Virginia,51,4489825.0,2553135.0,1386835.0,72383.0
Connecticut,09,2211275.0,1225480.0,697784.0,33324.0
Iowa,19,1696035.0,956164.0,598935.0,27085.0
Louisiana,22,2550580.0,1191044.0,735056.0,31786.0
Ohio,39,6386995.0,3324459.0,1919893.0,103014.0
Michigan,26,5249380.0,2779143.0,1647950.0,78313.0
South Dakota,46,581525.0,303587.0,194048.0,8567.0
Arkansas,05,1662850.0,769106.0,407828.0,20738.0
Delaware,10,555005.0,290527.0,152901.0,8344.0
Mississippi,28,1614655.0,722545.0,437795.0,18848.0
New Mexico,35,1337435.0,785813.0,485160.0,20160.0
North Dakota,38,437720.0,237354.0,151984.0,5875.0
Wyoming,56,353975.0,156608.0,104783.0,5785.0
Alaska,02,570465.0,246515.0,160932.0,3956.0
Maine,23,791220.0,452561.0,259329.0,12583.0
Alabama,01,2537050.0,1113924.0,631388.0,26759.0
Idaho,16,910095.0,452828.0,286879.0,12358.0
Montana,30,632625.0,317475.0,194738.0,7816.0
West Virginia,54,1067635.0,525033.0,331161.0,13257.0
