state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,5740920.0,2898988.0,1895244.0,77843.0
Illinois,17,9692575.0,4964094.0,2875073.0,122331.0
California,06,30837670.0,15797249.0,8696655.0,407905.0
Arizona,04,5444665.0,2604648.0,1643434.0,56531.0
Massachusetts,25,5610090.0,3124643.0,1849210.0,91198.0
Wisconsin,55,4322845.0,2338649.0,1529318.0,66393.0
Texas,48,20671965.0,9670695.0,6000263.0,296675.0
Nebraska,31,1470820.0,753296.0,496992.0,21850.0
Utah,49,2064210.0,1079644.0,563429.0,30312.0
Oregon,41,3150545.0,1534466.0,970014.0,41717.0
Florida,12,16827365.0,7633413.0,4705146.0,213749.0
New York,36,15145335.0,7856472.0,5137853.0,229479.0
Rhode Island,44,833545.0,446220.0,316219.0,12045.0
Georgia,13,7539135.0,3290515.0,1782385.0,85469.0
New Hampshire,33,1039375.0,732717.0,351794.0,25522.0
North Carolina,37,7783060.0,3642553.0,2355104.0,92767.0
New Jersey,34,6636645.0,3862780.0,2445130.0,111542.0
Colorado,08,4308370.0,2276754.0,1358993.0,64075.0
Maryland,24,4640710.0,2427307.0,1534499.0,73430.0
Nevada,32,2142040.0,1060196.0,676261.0,29211.0
Tennessee,47,4826180.0,2087718.0,1260041.0,47404.0
Hawaii,15,1202300.0,533673.0,372339.0,13885.0
Indiana,18,4640750.0,2109358.0,1419782.0,49018.0
Kentucky,21,3298245.0,1656702.0,1111018.0,40722.0
Minnesota,27,4033140.0,2254554.0,1496432.0,58309.0
Oklahoma,40,3277215.0,1417964.0,956879.0,27542.0
Pennsylvania,42,10014035.0,5204337.0,3050358.0,159693.0
South Carolina,45,3646715.0,1702386.0,1085136.0,50404.0
District of Columbia,11,653655.0,263823.0,147799.0,8398.0
Kansas,20,2225795.0,1115228.0,689812.0,27509.0
Missouri,29,4443455.0,1976497.0,1295767.0,51276.0
Vermont,50,538360.0,273837.0,177298.0,8735.0
Virginia,51,6431875.0,3405033.0,2044204.0,85999.0
Connecticut,09,3201205.0,1629882.0,1040433.0,49286.0
Iowa,19,2331755.0,1227309.0,821589.0,34006.0
Louisiana,22,3421430.0,1397631.0,991200.0,27787.0
Ohio,39,8774035.0,4223049.0,2770229.0,116962.0
Michigan,26,7643000.0,3609519.0,2369798.0,97804.0
South Dakota,46,764525.0,367699.0,255954.0,7642.0
Arkansas,05,2243300.0,965352.0,590188.0,22439.0
Delaware,10,761005.0,382813.0,222121.0,10233.0
Mississippi,28,2119115.0,844054.0,588887.0,17941.0
New Mexico,35,1791315.0,951067.0,632216.0,20885.0
North Dakota,38,561930.0,281652.0,208612.0,6081.0
Wyoming,56,460205.0,183741.0,135695.0,4075.0
Alaska,02,722835.0,284110.0,225131.0,9009.0
Maine,23,1074270.0,616642.0,404943.0,19712.0
Alabama,01,3493380.0,1426530.0,868550.0,33381.0
Idaho,16,1214365.0,552313.0,378008.0,10747.0
Montana,30,856275.0,392616.0,269683.0,8415.0
West Virginia,54,1441565.0,606808.0,440408.0,11111.0
