state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1920320.0,1036564.0,445098.0,41755.0
Illinois,17,3005345.0,1802372.0,602595.0,65950.0
California,06,10168620.0,5560177.0,2102729.0,216733.0
Arizona,04,1755635.0,1095494.0,393019.0,53030.0
Massachusetts,25,1747380.0,1090809.0,392631.0,50460.0
Wisconsin,55,1401205.0,872043.0,378619.0,38279.0
Texas,48,6151450.0,3330051.0,1492293.0,77700.0
Nebraska,31,514970.0,265602.0,122653.0,14590.0
Utah,49,723510.0,356473.0,146600.0,11202.0
Oregon,41,1092385.0,566952.0,289506.0,25678.0
Florida,12,5483265.0,2829480.0,1470763.0,115287.0
New York,36,4836200.0,2426155.0,1241540.0,94610.0
Rhode Island,44,272255.0,148517.0,63455.0,9234.0
Georgia,13,2369305.0,1191004.0,624352.0,58141.0
New Hampshire,33,344165.0,197531.0,86394.0,8231.0
North Carolina,37,2591415.0,1372784.0,714869.0,61910.0
New Jersey,34,2114690.0,1256071.0,576817.0,47389.0
Colorado,08,1417245.0,832723.0,393198.0,33267.0
Maryland,24,1634945.0,791071.0,381870.0,34934.0
Nevada,32,719880.0,405839.0,181901.0,21660.0
Tennessee,47,1562170.0,761007.0,361428.0,20978.0
Hawaii,15,449460.0,226376.0,109100.0,13775.0
Indiana,18,1704790.0,888217.0,409185.0,29588.0
Kentucky,21,1181375.0,601422.0,274244.0,19979.0
Minnesota,27,1345050.0,805885.0,366321.0,37341.0
Oklahoma,40,1173350.0,596443.0,298327.0,30281.0
Pennsylvania,42,3268605.0,1710379.0,667307.0,78350.0
South Carolina,45,1122765.0,665137.0,276492.0,28951.0
District of Columbia,11,249315.0,72181.0,31845.0,5746.0
Kansas,20,699895.0,381430.0,164873.0,17162.0
Missouri,29,1315095.0,720372.0,332996.0,33139.0
Vermont,50,178620.0,94054.0,46663.0,4157.0
Virginia,51,2283165.0,1206552.0,540768.0,47775.0
Connecticut,09,1025755.0,600303.0,280425.0,25963.0
Iowa,19,746475.0,461621.0,153335.0,18460.0
Louisiana,22,1127670.0,587123.0,304651.0,17480.0
Ohio,39,2963035.0,1511089.0,705186.0,61964.0
Michigan,26,2448580.0,1310846.0,688417.0,46929.0
South Dakota,46,278670.0,159201.0,77602.0,10621.0
Arkansas,05,794230.0,373476.0,164064.0,8108.0
Delaware,10,247115.0,132655.0,48778.0,4890.0
Mississippi,28,720795.0,360349.0,151492.0,9613.0
New Mexico,35,660415.0,414796.0,203441.0,24162.0
North Dakota,38,217480.0,125262.0,63709.0,6164.0
Wyoming,56,167025.0,91063.0,42996.0,5140.0
Alaska,02,304875.0,154618.0,84746.0,6988.0
Maine,23,355310.0,209024.0,93400.0,8756.0
Alabama,01,1084440.0,593936.0,239425.0,25489.0
Idaho,16,388815.0,232592.0,100979.0,10974.0
Montana,30,260385.0,169958.0,73053.0,8764.0
West Virginia,54,512865.0,288630.0,172420.0,11000.0
