state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,3974140.0,2046826.0,1165721.0,58221.0
Illinois,17,6697605.0,3481498.0,1872114.0,100477.0
California,06,20941290.0,10757446.0,5481297.0,357025.0
Arizona,04,3797605.0,1940953.0,1108397.0,50166.0
Massachusetts,25,3773250.0,2107488.0,1137413.0,60358.0
Wisconsin,55,2923795.0,1647536.0,948879.0,52371.0
Texas,48,14200005.0,6642893.0,3341681.0,154083.0
Nebraska,31,1028490.0,540911.0,308676.0,14875.0
Utah,49,1476470.0,744143.0,330233.0,20569.0
Oregon,41,2165585.0,1067154.0,618399.0,31997.0
Florida,12,11575805.0,5403866.0,3002731.0,154331.0
New York,36,10599425.0,5378106.0,2659823.0,161838.0
Rhode Island,44,586305.0,321271.0,186246.0,12251.0
Georgia,13,5174215.0,2179249.0,1208667.0,75471.0
New Hampshire,33,710345.0,395378.0,206493.0,10935.0
North Carolina,37,5321170.0,2775957.0,1514708.0,73600.0
New Jersey,34,4684665.0,2661886.0,1405724.0,74644.0
Colorado,08,3006760.0,1510575.0,912807.0,51384.0
Maryland,24,3256200.0,1671238.0,896207.0,47694.0
Nevada,32,1511590.0,776760.0,433856.0,21747.0
Tennessee,47,3262400.0,1531296.0,815079.0,42730.0
Hawaii,15,865280.0,410879.0,242800.0,9989.0
Indiana,18,3191470.0,1554964.0,1011271.0,41181.0
Kentucky,21,2258935.0,1271160.0,661734.0,36728.0
Minnesota,27,2850840.0,1582691.0,900932.0,42595.0
Oklahoma,40,2460515.0,1130532.0,619062.0,28856.0
Pennsylvania,42,6814805.0,3601385.0,1843196.0,104779.0
South Carolina,45,2511895.0,1264061.0,686118.0,34308.0
District of Columbia,11,466685.0,159355.0,79733.0,4947.0
Kansas,20,1586255.0,779552.0,420310.0,25870.0
Missouri,29,3091485.0,1452035.0,789831.0,41006.0
Vermont,50,374580.0,188433.0,99990.0,5463.0
Virginia,51,4298625.0,2321609.0,1277347.0,62509.0
Connecticut,09,2097155.0,1131532.0,632200.0,31745.0
Iowa,19,1636025.0,877325.0,530038.0,26677.0
Louisiana,22,2411250.0,1113976.0,655710.0,33834.0
Ohio,39,6190705.0,3031371.0,1722559.0,94398.0
Michigan,26,5114300.0,2561046.0,1458881.0,74059.0
South Dakota,46,563745.0,279590.0,172622.0,7450.0
Arkansas,05,1576060.0,710494.0,366664.0,18064.0
Delaware,10,532845.0,265056.0,138495.0,7438.0
Mississippi,28,1557815.0,679635.0,392516.0,15518.0
New Mexico,35,1297585.0,722460.0,440243.0,18733.0
North Dakota,38,423440.0,225684.0,132641.0,5502.0
Wyoming,56,350735.0,146634.0,95709.0,4124.0
Alaska,02,549315.0,236062.0,150980.0,4773.0
Maine,23,756610.0,414454.0,231260.0,13083.0
Alabama,01,2459980.0,1048838.0,600666.0,27004.0
Idaho,16,863505.0,418189.0,262073.0,13179.0
Montana,30,603585.0,296319.0,175996.0,7086.0
West Virginia,54,1007155.0,489826.0,300747.0,11969.0
