state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,805000.0,286500.0,49731.0,19790.0
Illinois,17,1094000.0,425824.0,107651.0,24867.0
California,06,4169450.0,1255311.0,273276.0,91549.0
Arizona,04,752250.0,246960.0,34788.0,18163.0
Massachusetts,25,737550.0,288209.0,42062.0,16150.0
Wisconsin,55,538325.0,193461.0,27312.0,12177.0
Texas,48,2551125.0,1282998.0,187503.0,70529.0
Nebraska,31,237500.0,91040.0,14463.0,3798.0
Utah,49,319700.0,159814.0,16272.0,11108.0
Oregon,41,431450.0,192550.0,23866.0,14550.0
Florida,12,2545050.0,1125338.0,111763.0,76368.0
New York,36,2057875.0,926339.0,106821.0,59145.0
Rhode Island,44,122575.0,45904.0,10696.0,2084.0
Georgia,13,1077375.0,356010.0,35029.0,28327.0
New Hampshire,33,145400.0,67366.0,8013.0,2886.0
North Carolina,37,1118250.0,368818.0,58407.0,22935.0
New Jersey,34,898550.0,381159.0,49420.0,24177.0
Colorado,08,631400.0,287174.0,51460.0,14396.0
Maryland,24,628800.0,233443.0,24355.0,11441.0
Nevada,32,276775.0,89110.0,17209.0,6497.0
Tennessee,47,672825.0,305780.0,52051.0,13403.0
Hawaii,15,154150.0,58111.0,13833.0,5048.0
Indiana,18,741025.0,297720.0,58616.0,20722.0
Kentucky,21,444325.0,208664.0,13829.0,11644.0
Minnesota,27,595775.0,209862.0,42384.0,12456.0
Oklahoma,40,455275.0,217690.0,32308.0,11326.0
Pennsylvania,42,1223250.0,482791.0,85290.0,26959.0
South Carolina,45,437675.0,160518.0,30679.0,13246.0
District of Columbia,11,75175.0,41135.0,10553.0,2669.0
Kansas,20,265600.0,105679.0,16013.0,5294.0
Missouri,29,572125.0,193867.0,49330.0,11813.0
Vermont,50,75950.0,34607.0,6167.0,1606.0
Virginia,51,962900.0,304160.0,37679.0,17933.0
Connecticut,09,430375.0,213145.0,25018.0,11609.0
Iowa,19,291075.0,133528.0,13995.0,5394.0
Louisiana,22,485625.0,228831.0,35049.0,15459.0
Ohio,39,1119175.0,456424.0,30910.0,22595.0
Michigan,26,1031100.0,434402.0,70535.0,31013.0
South Dakota,46,95825.0,52548.0,9922.0,1687.0
Arkansas,05,334825.0,144792.0,26541.0,11208.0
Delaware,10,100375.0,38610.0,6919.0,2461.0
Mississippi,28,307950.0,112525.0,9979.0,8757.0
New Mexico,35,225850.0,116128.0,24706.0,8778.0
North Dakota,38,78150.0,48350.0,8954.0,2418.0
Wyoming,56,62575.0,25841.0,3441.0,1645.0
Alaska,02,150350.0,56911.0,11283.0,4230.0
Maine,23,155800.0,64260.0,10661.0,2703.0
Alabama,01,483275.0,121113.0,17956.0,7880.0
Idaho,16,166850.0,58328.0,10738.0,4342.0
Montana,30,111625.0,48086.0,9121.0,1880.0
West Virginia,54,231800.0,132929.0,25681.0,6845.0
