state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,3427310.0,1742242.0,988886.0,57488.0
Illinois,17,5664615.0,2909272.0,1592976.0,113886.0
California,06,17612260.0,8847129.0,4347379.0,299789.0
Arizona,04,3299085.0,1682456.0,955402.0,57709.0
Massachusetts,25,3159090.0,1805897.0,942557.0,56612.0
Wisconsin,55,2542555.0,1373417.0,782060.0,45875.0
Texas,48,12080835.0,5750589.0,2941437.0,188675.0
Nebraska,31,873070.0,457500.0,265864.0,14961.0
Utah,49,1248930.0,639360.0,281144.0,21321.0
Oregon,41,1851555.0,906252.0,519950.0,25040.0
Florida,12,9981955.0,4524707.0,2562319.0,180340.0
New York,36,8921845.0,4487772.0,2211524.0,144104.0
Rhode Island,44,496165.0,286139.0,123688.0,8864.0
Georgia,13,4284205.0,1710417.0,1050574.0,57880.0
New Hampshire,33,607415.0,345874.0,163149.0,10485.0
North Carolina,37,4596440.0,2337632.0,1321297.0,93062.0
New Jersey,34,3878855.0,2251222.0,1162372.0,77142.0
Colorado,08,2536780.0,1262328.0,746744.0,41865.0
Maryland,24,2671490.0,1397258.0,782003.0,45985.0
Nevada,32,1302310.0,651736.0,370823.0,22243.0
Tennessee,47,2823060.0,1300220.0,687720.0,42292.0
Hawaii,15,735390.0,349281.0,215871.0,11894.0
Indiana,18,2817710.0,1345400.0,875577.0,38939.0
Kentucky,21,1953155.0,1072092.0,559194.0,37642.0
Minnesota,27,2494350.0,1379321.0,758802.0,44097.0
Oklahoma,40,2132425.0,975627.0,533659.0,26397.0
Pennsylvania,42,5860715.0,3012928.0,1538429.0,121873.0
South Carolina,45,2089905.0,1065987.0,597686.0,32287.0
District of Columbia,11,415845.0,133611.0,68796.0,6193.0
Kansas,20,1371785.0,638421.0,339940.0,23092.0
Missouri,29,2623475.0,1235858.0,663018.0,36343.0
Vermont,50,318720.0,158711.0,84148.0,5650.0
Virginia,51,3643465.0,1968155.0,1116040.0,58693.0
Connecticut,09,1774555.0,977155.0,528525.0,30144.0
Iowa,19,1377395.0,756625.0,429403.0,26501.0
Louisiana,22,2062360.0,963135.0,563448.0,29967.0
Ohio,39,5173835.0,2507736.0,1474716.0,87425.0
Michigan,26,4357770.0,2152908.0,1216351.0,68484.0
South Dakota,46,469175.0,248205.0,141180.0,7561.0
Arkansas,05,1336570.0,602085.0,319158.0,16211.0
Delaware,10,461335.0,218487.0,124533.0,8702.0
Mississippi,28,1314855.0,604746.0,335856.0,17158.0
New Mexico,35,1131335.0,630828.0,368179.0,20439.0
North Dakota,38,367000.0,200698.0,114769.0,6349.0
Wyoming,56,278515.0,130099.0,81856.0,3405.0
Alaska,02,499625.0,210932.0,135810.0,5460.0
Maine,23,636990.0,354939.0,193048.0,12417.0
Alabama,01,2080870.0,893767.0,523649.0,27167.0
Idaho,16,726515.0,349038.0,215734.0,9892.0
Montana,30,517205.0,257975.0,154190.0,8177.0
West Virginia,54,879575.0,426168.0,263392.0,12035.0
