state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1619340.0,1030812.0,436421.0,42211.0
Illinois,17,2924925.0,1766364.0,578393.0,64299.0
California,06,9178020.0,5494435.0,2045420.0,227005.0
Arizona,04,1688255.0,1083205.0,386775.0,54958.0
Massachusetts,25,1737170.0,1070869.0,382100.0,50396.0
Wisconsin,55,1301825.0,869308.0,374043.0,39824.0
Texas,48,5652800.0,3299008.0,1434295.0,73731.0
Nebraska,31,482975.0,257986.0,118426.0,13212.0
Utah,49,658750.0,356333.0,146464.0,12775.0
Oregon,41,924575.0,558708.0,277357.0,23706.0
Florida,12,5120975.0,2824219.0,1460844.0,122457.0
New York,36,4171175.0,2400850.0,1205614.0,99122.0
Rhode Island,44,246175.0,143885.0,62287.0,8850.0
Georgia,13,2292085.0,1188521.0,620186.0,59729.0
New Hampshire,33,328525.0,192129.0,85308.0,7900.0
North Carolina,37,2363200.0,1368734.0,706245.0,64854.0
New Jersey,34,1917150.0,1233939.0,551548.0,46183.0
Colorado,08,1348800.0,831687.0,392378.0,38285.0
Maryland,24,1450000.0,781516.0,369686.0,34580.0
Nevada,32,646450.0,401413.0,174793.0,21272.0
Tennessee,47,1478150.0,757200.0,356656.0,21542.0
Hawaii,15,397750.0,225335.0,107829.0,14306.0
Indiana,18,1487400.0,884605.0,406193.0,31003.0
Kentucky,21,1006050.0,595646.0,267789.0,20619.0
Minnesota,27,1284150.0,794373.0,346167.0,35500.0
Oklahoma,40,1061775.0,590545.0,288951.0,28963.0
Pennsylvania,42,2989725.0,1699811.0,654674.0,75797.0
South Carolina,45,1066275.0,660425.0,272452.0,30180.0
District of Columbia,11,225125.0,71399.0,31114.0,5757.0
Kansas,20,645800.0,379563.0,163500.0,17302.0
Missouri,29,1275555.0,717772.0,329170.0,34346.0
Vermont,50,163550.0,92323.0,45725.0,4364.0
Virginia,51,1949525.0,1192485.0,524556.0,48869.0
Connecticut,09,984275.0,592976.0,277754.0,27122.0
Iowa,19,707865.0,458634.0,152158.0,20011.0
Louisiana,22,1043200.0,585541.0,302205.0,18023.0
Ohio,39,2518775.0,1498985.0,685269.0,64736.0
Michigan,26,2279240.0,1304589.0,681226.0,48744.0
South Dakota,46,266970.0,158566.0,77002.0,10630.0
Arkansas,05,691525.0,371148.0,161660.0,8204.0
Delaware,10,204200.0,132160.0,46587.0,4927.0
Mississippi,28,650750.0,356924.0,148214.0,9468.0
New Mexico,35,605885.0,409505.0,200459.0,24730.0
North Dakota,38,198650.0,125196.0,63546.0,6456.0
Wyoming,56,150905.0,90847.0,42685.0,5142.0
Alaska,02,299935.0,153572.0,84131.0,7266.0
Maine,23,335375.0,207602.0,92472.0,11632.0
Alabama,01,1082100.0,583741.0,228101.0,24164.0
Idaho,16,358200.0,230560.0,98837.0,11898.0
Montana,30,259215.0,168580.0,72225.0,8797.0
West Virginia,54,481225.0,286014.0,170138.0,10783.0
