state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,5514040.0,2776113.0,1785182.0,72446.0
Illinois,17,9270385.0,4826744.0,2747814.0,124972.0
California,06,29034050.0,15123816.0,8332396.0,398820.0
Arizona,04,5161045.0,2533121.0,1579065.0,57826.0
Massachusetts,25,5331330.0,2964422.0,1738537.0,85921.0
Wisconsin,55,3999985.0,2275717.0,1468571.0,63473.0
Texas,48,19312495.0,9293759.0,5650179.0,307347.0
Nebraska,31,1397550.0,710342.0,453956.0,17269.0
Utah,49,1954460.0,1019689.0,515888.0,28016.0
Oregon,41,2927765.0,1473448.0,923545.0,41121.0
Florida,12,15878475.0,7367260.0,4525445.0,192345.0
New York,36,14459595.0,7527413.0,4833937.0,220483.0
Rhode Island,44,803105.0,420639.0,297589.0,12187.0
Georgia,13,7197345.0,3060628.0,1594354.0,73427.0
New Hampshire,33,1003555.0,692179.0,327331.0,26249.0
North Carolina,37,7482530.0,3528522.0,2230919.0,83264.0
New Jersey,34,6362455.0,3682138.0,2288890.0,105008.0
Colorado,08,4090550.0,2143097.0,1285768.0,54577.0
Maryland,24,4475360.0,2323927.0,1435290.0,68419.0
Nevada,32,2014340.0,1028619.0,644363.0,27264.0
Tennessee,47,4635700.0,2049823.0,1227764.0,50008.0
Hawaii,15,1140130.0,510152.0,345487.0,11027.0
Indiana,18,4286610.0,2059322.0,1381844.0,49303.0
Kentucky,21,3130125.0,1617017.0,1060594.0,38746.0
Minnesota,27,3777940.0,2156318.0,1413734.0,53346.0
Oklahoma,40,3123625.0,1402339.0,926868.0,29292.0
Pennsylvania,42,9542955.0,4986237.0,2837612.0,127096.0
South Carolina,45,3494775.0,1663746.0,1035551.0,49757.0
District of Columbia,11,610475.0,250917.0,135412.0,7211.0
Kansas,20,2141475.0,1089568.0,659259.0,27546.0
Missouri,29,4246325.0,1901428.0,1238025.0,48522.0
Vermont,50,515960.0,258219.0,163581.0,7996.0
Virginia,51,5965125.0,3294755.0,1933675.0,83703.0
Connecticut,09,2991235.0,1555580.0,974687.0,44741.0
Iowa,19,2240975.0,1188039.0,783748.0,31043.0
Louisiana,22,3279090.0,1379625.0,967358.0,28595.0
Ohio,39,8322065.0,4052665.0,2526025.0,91392.0
Michigan,26,7025100.0,3491441.0,2248768.0,92540.0
South Dakota,46,740285.0,362791.0,249944.0,7788.0
Arkansas,05,2138430.0,944947.0,567249.0,23211.0
Delaware,10,729185.0,369664.0,209192.0,9646.0
Mississippi,28,2074625.0,829854.0,571472.0,17485.0
New Mexico,35,1710565.0,936846.0,615420.0,19636.0
North Dakota,38,547170.0,278831.0,203101.0,6049.0
Wyoming,56,450525.0,180223.0,131933.0,3431.0
Alaska,02,706185.0,270838.0,198792.0,4676.0
Maine,23,1037000.0,575892.0,369973.0,15183.0
Alabama,01,3278980.0,1382951.0,819550.0,31967.0
Idaho,16,1165795.0,548331.0,373212.0,13251.0
Montana,30,826055.0,388207.0,263816.0,9340.0
West Virginia,54,1386215.0,600905.0,432618.0,11161.0
