state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,5173200.0,2559365.0,1613539.0,72823.0
Illinois,17,8687945.0,4441728.0,2400675.0,113276.0
California,06,27370670.0,13880287.0,7422738.0,377497.0
Arizona,04,4911345.0,2378505.0,1421780.0,57644.0
Massachusetts,25,5001550.0,2700986.0,1538460.0,78692.0
Wisconsin,55,3865215.0,2079944.0,1260412.0,55574.0
Texas,48,18495925.0,8501525.0,4912656.0,275615.0
Nebraska,31,1324020.0,663367.0,416922.0,16376.0
Utah,49,1864520.0,942460.0,453779.0,30872.0
Oregon,41,2836115.0,1349522.0,825601.0,38472.0
Florida,12,15028975.0,6692785.0,3965262.0,177565.0
New York,36,13642425.0,6901208.0,4291740.0,252148.0
Rhode Island,44,753845.0,392794.0,268487.0,12804.0
Georgia,13,6782615.0,2925480.0,1494480.0,86768.0
New Hampshire,33,923665.0,592585.0,282496.0,30627.0
North Carolina,37,6978740.0,3315897.0,1954634.0,71959.0
New Jersey,34,5995935.0,3373601.0,2007906.0,101858.0
Colorado,08,3837040.0,1978286.0,1156758.0,55430.0
Maryland,24,4154350.0,2131833.0,1258370.0,63078.0
Nevada,32,1960140.0,937259.0,569765.0,22374.0
Tennessee,47,4377500.0,1900061.0,1095400.0,47661.0
Hawaii,15,1095470.0,490371.0,311523.0,11236.0
Indiana,18,4145650.0,1892991.0,1272876.0,44677.0
Kentucky,21,2970915.0,1516780.0,926086.0,38310.0
Minnesota,27,3679790.0,1997400.0,1257740.0,54755.0
Oklahoma,40,3024075.0,1335798.0,834683.0,33379.0
Pennsylvania,42,8911635.0,4537537.0,2461399.0,108911.0
South Carolina,45,3304855.0,1528086.0,887555.0,33071.0
District of Columbia,11,579035.0,220702.0,114192.0,5547.0
Kansas,20,2050585.0,1013346.0,577725.0,29292.0
Missouri,29,4042815.0,1778294.0,1101498.0,54210.0
Vermont,50,481990.0,238117.0,142678.0,7317.0
Virginia,51,5699445.0,3048195.0,1730115.0,87049.0
Connecticut,09,2813985.0,1414139.0,862554.0,38964.0
Iowa,19,2097475.0,1080359.0,695437.0,27502.0
Louisiana,22,3118650.0,1306217.0,870909.0,28199.0
Ohio,39,7936665.0,3834469.0,2284426.0,104733.0
Michigan,26,6822720.0,3199731.0,1985425.0,84793.0
South Dakota,46,697735.0,338642.0,224149.0,7690.0
Arkansas,05,2024830.0,881099.0,503310.0,23990.0
Delaware,10,687675.0,344543.0,183714.0,9225.0
Mississippi,28,1959355.0,782672.0,515423.0,15517.0
New Mexico,35,1619115.0,868372.0,554548.0,18027.0
North Dakota,38,522430.0,265144.0,178877.0,6150.0
Wyoming,56,430825.0,169020.0,119923.0,3740.0
Alaska,02,684095.0,260622.0,181924.0,4207.0
Maine,23,971770.0,527777.0,326099.0,15971.0
Alabama,01,3149910.0,1291487.0,744961.0,29498.0
Idaho,16,1095115.0,511775.0,335812.0,12809.0
Montana,30,779965.0,360670.0,235674.0,8784.0
West Virginia,54,1306975.0,575884.0,386361.0,12078.0
