state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1437825.0,844801.0,263257.0,36287.0
Illinois,17,2561800.0,1364527.0,375992.0,63229.0
California,06,8051475.0,4345018.0,1178577.0,203565.0
Arizona,04,1393475.0,811080.0,226158.0,39176.0
Massachusetts,25,1502725.0,771430.0,235910.0,40349.0
Wisconsin,55,1082100.0,689583.0,216092.0,39698.0
Texas,48,5098825.0,2901250.0,1103754.0,128579.0
Nebraska,31,407500.0,188607.0,83670.0,7935.0
Utah,49,579700.0,307059.0,105704.0,15712.0
Oregon,41,841550.0,466801.0,181841.0,20151.0
Florida,12,4441375.0,2304435.0,1028266.0,137942.0
New York,36,3941225.0,1959193.0,778565.0,85146.0
Rhode Island,44,228650.0,95258.0,41591.0,3582.0
Georgia,13,2020275.0,987693.0,313961.0,32847.0
New Hampshire,33,311875.0,141108.0,59402.0,5642.0
North Carolina,37,2047050.0,1114685.0,406851.0,50312.0
New Jersey,34,1775575.0,971241.0,332888.0,38345.0
Colorado,08,1210475.0,609445.0,271661.0,27246.0
Maryland,24,1192675.0,598423.0,212923.0,26485.0
Nevada,32,533800.0,318400.0,90476.0,12686.0
Tennessee,47,1357425.0,634688.0,288311.0,24927.0
Hawaii,15,310400.0,159583.0,58194.0,5532.0
Indiana,18,1387975.0,749756.0,267774.0,38430.0
Kentucky,21,892100.0,474397.0,172518.0,18949.0
Minnesota,27,1130550.0,622541.0,205958.0,18302.0
Oklahoma,40,815675.0,468199.0,188852.0,17083.0
Pennsylvania,42,2682600.0,1269266.0,403898.0,48534.0
South Carolina,45,891450.0,512156.0,153014.0,18852.0
District of Columbia,11,193900.0,81699.0,34388.0,2033.0
Kansas,20,581975.0,273430.0,91577.0,12520.0
Missouri,29,1129875.0,592128.0,205645.0,31850.0
Vermont,50,138025.0,70351.0,32186.0,2818.0
Virginia,51,1596425.0,993156.0,306484.0,39675.0
Connecticut,09,847200.0,462710.0,183146.0,19338.0
Iowa,19,595775.0,317851.0,109660.0,17707.0
Louisiana,22,895150.0,501286.0,232766.0,23556.0
Ohio,39,2315100.0,1200949.0,409487.0,52952.0
Michigan,26,1919675.0,1061320.0,459336.0,49239.0
South Dakota,46,182025.0,106251.0,48674.0,3919.0
Arkansas,05,630700.0,330146.0,124040.0,11816.0
Delaware,10,188075.0,111918.0,29423.0,3375.0
Mississippi,28,613900.0,303627.0,103462.0,15323.0
New Mexico,35,429950.0,276820.0,118379.0,11043.0
North Dakota,38,155375.0,96731.0,45474.0,3348.0
Wyoming,56,122000.0,65857.0,23032.0,2469.0
Alaska,02,271550.0,122463.0,52380.0,5142.0
Maine,23,299375.0,141778.0,49721.0,3517.0
Alabama,01,963600.0,467032.0,133029.0,20855.0
Idaho,16,328600.0,163950.0,46516.0,6481.0
Montana,30,199825.0,122026.0,44935.0,5211.0
West Virginia,54,395600.0,242233.0,133868.0,8749.0
