state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,5514040.0,2830574.0,1831031.0,73128.0
Illinois,17,9270385.0,4910956.0,2821990.0,128993.0
California,06,29034050.0,15320888.0,8459357.0,388844.0
Arizona,04,5161045.0,2558747.0,1602317.0,56643.0
Massachusetts,25,5331330.0,3021548.0,1779448.0,87133.0
Wisconsin,55,3999985.0,2311782.0,1499965.0,65678.0
Texas,48,19312495.0,9401590.0,5758786.0,298070.0
Nebraska,31,1397550.0,719301.0,461917.0,17297.0
Utah,49,1954460.0,1019919.0,516667.0,23532.0
Oregon,41,2927765.0,1496348.0,942416.0,41357.0
Florida,12,15878475.0,7477121.0,4605451.0,216603.0
New York,36,14459595.0,7630961.0,4931444.0,228960.0
Rhode Island,44,803105.0,429419.0,304112.0,11832.0
Georgia,13,7197445.0,3062204.0,1595403.0,61618.0
New Hampshire,33,1003555.0,711212.0,339822.0,26006.0
North Carolina,37,7482530.0,3570420.0,2273894.0,87853.0
New Jersey,34,6362455.0,3738568.0,2335482.0,109117.0
Colorado,08,4090550.0,2193270.0,1311847.0,61132.0
Maryland,24,4475360.0,2326076.0,1436711.0,65254.0
Nevada,32,2014340.0,1045774.0,662481.0,28800.0
Tennessee,47,4635700.0,2068289.0,1243190.0,51065.0
Hawaii,15,1140130.0,518940.0,356879.0,12837.0
Indiana,18,4286610.0,2092427.0,1404887.0,51942.0
Kentucky,21,3130125.0,1623199.0,1072660.0,37128.0
Minnesota,27,3777940.0,2219065.0,1468594.0,60376.0
Oklahoma,40,3123625.0,1410306.0,937722.0,29617.0
Pennsylvania,42,9542955.0,5059892.0,2911810.0,132917.0
South Carolina,45,3494775.0,1681670.0,1059793.0,52247.0
District of Columbia,11,610475.0,256132.0,139472.0,7886.0
Kansas,20,2141475.0,1097450.0,666644.0,28005.0
Missouri,29,4246425.0,1931639.0,1263413.0,48940.0
Vermont,50,515960.0,264954.0,169769.0,8247.0
Virginia,51,5965125.0,3329016.0,1960371.0,83810.0
Connecticut,09,2991235.0,1583584.0,1001744.0,45702.0
Iowa,19,2240975.0,1202244.0,796722.0,31454.0
Louisiana,22,3279090.0,1387740.0,978932.0,29019.0
Ohio,39,8322065.0,4167028.0,2679834.0,116063.0
Michigan,26,7025100.0,3542996.0,2305267.0,96169.0
South Dakota,46,740285.0,364795.0,252006.0,7783.0
Arkansas,05,2138430.0,950204.0,572844.0,23244.0
Delaware,10,729185.0,373330.0,212392.0,9427.0
Mississippi,28,2074625.0,830197.0,571808.0,17504.0
New Mexico,35,1710565.0,942879.0,621671.0,20028.0
North Dakota,38,547170.0,280575.0,206710.0,6493.0
Wyoming,56,450525.0,180275.0,131994.0,3400.0
Alaska,02,706185.0,272212.0,201795.0,4831.0
Maine,23,1037000.0,577303.0,371821.0,12968.0
Alabama,01,3278980.0,1389598.0,824052.0,32519.0
Idaho,16,1165795.0,553741.0,379753.0,13389.0
Montana,30,826055.0,390361.0,266185.0,9375.0
West Virginia,54,1386215.0,601709.0,433539.0,11244.0
