state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,2245010.0,1105687.0,549135.0,37087.0
Illinois,17,3575135.0,1964466.0,757754.0,67681.0
California,06,11587650.0,5994948.0,2502426.0,194965.0
Arizona,04,2148015.0,1195110.0,490688.0,43278.0
Massachusetts,25,2091730.0,1194345.0,471242.0,44129.0
Wisconsin,55,1588665.0,937388.0,472886.0,33258.0
Texas,48,7615175.0,3445638.0,1728456.0,111466.0
Nebraska,31,603210.0,294145.0,144571.0,11913.0
Utah,49,820950.0,391510.0,177284.0,11115.0
Oregon,41,1241415.0,616134.0,335419.0,23699.0
Florida,12,6313255.0,3039028.0,1668541.0,88065.0
New York,36,5757205.0,2588847.0,1368488.0,74919.0
Rhode Island,44,308415.0,176107.0,69910.0,7816.0
Georgia,13,2881145.0,1258671.0,741138.0,40474.0
New Hampshire,33,412275.0,224347.0,97674.0,8639.0
North Carolina,37,2985475.0,1504356.0,829122.0,51031.0
New Jersey,34,2508320.0,1385622.0,700924.0,51418.0
Colorado,08,1700660.0,876958.0,440259.0,22403.0
Maryland,24,1837445.0,860103.0,463613.0,32315.0
Nevada,32,867240.0,437485.0,216234.0,15691.0
Tennessee,47,1965740.0,845090.0,435414.0,29100.0
Hawaii,15,497760.0,243013.0,129821.0,8288.0
Indiana,18,1848620.0,987547.0,547718.0,45361.0
Kentucky,21,1317325.0,677007.0,329060.0,26254.0
Minnesota,27,1599790.0,888433.0,436564.0,32139.0
Oklahoma,40,1399890.0,665948.0,367540.0,30870.0
Pennsylvania,42,3915545.0,1868724.0,800575.0,63458.0
South Carolina,45,1339205.0,725393.0,330330.0,25456.0
District of Columbia,11,284655.0,79693.0,38247.0,3587.0
Kansas,20,867585.0,416368.0,197648.0,13537.0
Missouri,29,1694635.0,805542.0,411845.0,33602.0
Vermont,50,206910.0,101529.0,51631.0,3545.0
Virginia,51,2536495.0,1316987.0,668076.0,47360.0
Connecticut,09,1198495.0,671322.0,296178.0,18913.0
Iowa,19,901745.0,515659.0,169214.0,15317.0
Louisiana,22,1331680.0,640314.0,361607.0,20243.0
Ohio,39,3301865.0,1638626.0,848008.0,62123.0
Michigan,26,2704700.0,1444239.0,815724.0,51665.0
South Dakota,46,329300.0,178635.0,90204.0,6206.0
Arkansas,05,892660.0,405877.0,214402.0,14537.0
Delaware,10,291815.0,141310.0,65740.0,4591.0
Mississippi,28,869955.0,401141.0,197908.0,16004.0
New Mexico,35,738705.0,450558.0,233526.0,14167.0
North Dakota,38,246570.0,142174.0,74353.0,5262.0
Wyoming,56,195855.0,97414.0,51976.0,3218.0
Alaska,02,342535.0,163739.0,95331.0,4591.0
Maine,23,416090.0,227192.0,108382.0,9148.0
Alabama,01,1402180.0,643208.0,307868.0,22022.0
Idaho,16,485195.0,249980.0,121491.0,9276.0
Montana,30,341645.0,183889.0,87239.0,6026.0
West Virginia,54,605255.0,314571.0,201077.0,9710.0
