state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1005500.0,496008.0,99955.0,29134.0
Illinois,17,1658725.0,685529.0,181063.0,39571.0
California,06,5640225.0,2415659.0,487552.0,158126.0
Arizona,04,1012275.0,439897.0,80773.0,27393.0
Massachusetts,25,1057000.0,422803.0,96373.0,21411.0
Wisconsin,55,793750.0,339296.0,65354.0,20864.0
Texas,48,3659550.0,1804291.0,413844.0,82155.0
Nebraska,31,288375.0,120121.0,37350.0,5703.0
Utah,49,401375.0,219468.0,40909.0,9771.0
Oregon,41,614525.0,299508.0,58664.0,15098.0
Florida,12,3220350.0,1554179.0,236834.0,68838.0
New York,36,2823575.0,1359970.0,271874.0,71318.0
Rhode Island,44,157525.0,63263.0,20321.0,3090.0
Georgia,13,1448825.0,693085.0,99941.0,29544.0
New Hampshire,33,203550.0,92305.0,25055.0,4545.0
North Carolina,37,1400375.0,729507.0,120946.0,46616.0
New Jersey,34,1231525.0,616618.0,108740.0,37580.0
Colorado,08,813400.0,409939.0,108507.0,20657.0
Maryland,24,881675.0,375525.0,66582.0,22150.0
Nevada,32,339900.0,179805.0,29163.0,11961.0
Tennessee,47,953600.0,400950.0,143592.0,20618.0
Hawaii,15,226800.0,89428.0,21736.0,3767.0
Indiana,18,929900.0,475928.0,105208.0,23885.0
Kentucky,21,650050.0,312373.0,52251.0,16071.0
Minnesota,27,834550.0,340311.0,98634.0,23159.0
Oklahoma,40,594925.0,323625.0,60680.0,14169.0
Pennsylvania,42,1973775.0,777260.0,193432.0,45694.0
South Carolina,45,558050.0,322195.0,60974.0,22308.0
District of Columbia,11,148325.0,57152.0,16112.0,2352.0
Kansas,20,412375.0,157720.0,31482.0,7635.0
Missouri,29,834700.0,313161.0,92389.0,17535.0
Vermont,50,99750.0,47485.0,14168.0,2184.0
Virginia,51,1186375.0,598853.0,99790.0,46189.0
Connecticut,09,577625.0,329149.0,67624.0,16561.0
Iowa,19,398600.0,174655.0,46785.0,7677.0
Louisiana,22,620425.0,339450.0,58132.0,14380.0
Ohio,39,1553900.0,716677.0,125794.0,42514.0
Michigan,26,1361500.0,695236.0,159723.0,38744.0
South Dakota,46,123800.0,70502.0,26665.0,3798.0
Arkansas,05,453500.0,221552.0,45918.0,9760.0
Delaware,10,143775.0,72684.0,14210.0,4720.0
Mississippi,28,425000.0,191145.0,21354.0,8889.0
New Mexico,35,317800.0,189082.0,46878.0,10959.0
North Dakota,38,106875.0,63773.0,20700.0,3153.0
Wyoming,56,85750.0,41441.0,7674.0,2088.0
Alaska,02,192350.0,88654.0,21593.0,4186.0
Maine,23,211150.0,93513.0,28255.0,5259.0
Alabama,01,659400.0,256601.0,44073.0,14514.0
Idaho,16,221550.0,88975.0,18970.0,4412.0
Montana,30,141650.0,71534.0,21007.0,3749.0
West Virginia,54,278400.0,181839.0,58113.0,8457.0
