state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,,,,17664.0
Illinois,17,,,,26064.0
California,06,,,,91210.0
Arizona,04,,,,17937.0
Massachusetts,25,,,,16562.0
Wisconsin,55,,,,10887.0
Texas,48,,,,71932.0
Nebraska,31,,,,4354.0
Utah,49,,,,9872.0
Oregon,41,,,,15771.0
Florida,12,,,,76807.0
New York,36,,,,60012.0
Rhode Island,44,,,,2147.0
Georgia,13,,,,20251.0
New Hampshire,33,,,,3114.0
North Carolina,37,,,,27447.0
New Jersey,34,,,,26389.0
Colorado,08,,,,15225.0
Maryland,24,,,,14690.0
Nevada,32,,,,6066.0
Tennessee,47,,,,14740.0
Hawaii,15,,,,4370.0
Indiana,18,,,,20708.0
Kentucky,21,,,,12267.0
Minnesota,27,,,,12662.0
Oklahoma,40,,,,12430.0
Pennsylvania,42,,,,29734.0
South Carolina,45,,,,14961.0
District of Columbia,11,,,,2944.0
Kansas,20,,,,5834.0
Missouri,29,,,,10503.0
Vermont,50,,,,2133.0
Virginia,51,,,,19270.0
Connecticut,09,,,,11202.0
Iowa,19,,,,6712.0
Louisiana,22,,,,16402.0
Ohio,39,,,,22672.0
Michigan,26,,,,37676.0
South Dakota,46,,,,1902.0
Arkansas,05,,,,15910.0
Delaware,10,,,,2213.0
Mississippi,28,,,,8620.0
New Mexico,35,,,,8367.0
North Dakota,38,,,,2430.0
Wyoming,56,,,,1710.0
Alaska,02,,,,4362.0
Maine,23,,,,2637.0
Alabama,01,,,,7517.0
Idaho,16,,,,3966.0
Montana,30,,,,2030.0
West Virginia,54,,,,7452.0
