state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,2094570.0,1063637.0,486623.0,43809.0
Illinois,17,3499685.0,1855962.0,652316.0,68866.0
California,06,10956910.0,5737092.0,2259934.0,223997.0
Arizona,04,2064265.0,1136024.0,432137.0,57825.0
Massachusetts,25,2025060.0,1133903.0,424922.0,51691.0
Wisconsin,55,1579565.0,891185.0,412649.0,39149.0
Texas,48,7380615.0,3305597.0,1598951.0,110504.0
Nebraska,31,559930.0,281023.0,136378.0,16766.0
Utah,49,787680.0,378021.0,168507.0,15753.0
Oregon,41,1170595.0,578441.0,302615.0,25852.0
Florida,12,6013185.0,2927858.0,1567301.0,112282.0
New York,36,5514665.0,2482912.0,1291976.0,89347.0
Rhode Island,44,300805.0,160880.0,66168.0,9538.0
Georgia,13,2645625.0,1219200.0,674956.0,56090.0
New Hampshire,33,396375.0,209909.0,91680.0,9198.0
North Carolina,37,2809745.0,1407925.0,771618.0,61164.0
New Jersey,34,2476620.0,1310121.0,631768.0,46315.0
Colorado,08,1597960.0,859919.0,426398.0,34456.0
Maryland,24,1795785.0,825512.0,414970.0,38368.0
Nevada,32,809180.0,418700.0,192590.0,22173.0
Tennessee,47,1787250.0,794893.0,396696.0,27973.0
Hawaii,15,477450.0,233205.0,117638.0,14501.0
Indiana,18,1810380.0,945948.0,497603.0,47617.0
Kentucky,21,1230465.0,632128.0,300918.0,25953.0
Minnesota,27,1547920.0,830072.0,390829.0,37361.0
Oklahoma,40,1334690.0,630696.0,324341.0,38155.0
Pennsylvania,42,3647105.0,1766202.0,718962.0,69590.0
South Carolina,45,1291305.0,696787.0,300144.0,31394.0
District of Columbia,11,272005.0,74825.0,33781.0,6085.0
Kansas,20,839575.0,394141.0,177877.0,17801.0
Missouri,29,1527195.0,744895.0,364131.0,36045.0
Vermont,50,205810.0,96318.0,48194.0,4235.0
Virginia,51,2368825.0,1239868.0,590745.0,49284.0
Connecticut,09,1113035.0,627101.0,286522.0,22680.0
Iowa,19,837515.0,473529.0,157985.0,17644.0
Louisiana,22,1264780.0,601353.0,325913.0,21130.0
Ohio,39,3238385.0,1562236.0,775137.0,70021.0
Michigan,26,2672490.0,1364572.0,751675.0,54903.0
South Dakota,46,309130.0,167434.0,82296.0,11292.0
Arkansas,05,826130.0,385351.0,184592.0,11688.0
Delaware,10,289515.0,135362.0,54950.0,5098.0
Mississippi,28,801035.0,369045.0,163033.0,12517.0
New Mexico,35,705015.0,426331.0,214411.0,25544.0
North Dakota,38,241100.0,129590.0,66374.0,6737.0
Wyoming,56,183065.0,93220.0,46240.0,5160.0
Alaska,02,319265.0,158792.0,90214.0,7201.0
Maine,23,398190.0,211933.0,96635.0,8993.0
Alabama,01,1170120.0,615100.0,268465.0,27531.0
Idaho,16,432185.0,239100.0,110960.0,11216.0
Montana,30,306415.0,174160.0,78148.0,8889.0
West Virginia,54,568255.0,294794.0,180993.0,11715.0
