state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,5514040.0,2719974.0,1737090.0,72796.0
Illinois,17,9270385.0,4732641.0,2638915.0,120591.0
California,06,29034050.0,14803675.0,8110488.0,404572.0
Arizona,04,5161045.0,2494850.0,1540110.0,57204.0
Massachusetts,25,5331330.0,2891527.0,1687323.0,84659.0
Wisconsin,55,3999985.0,2231148.0,1410339.0,59699.0
Texas,48,19312495.0,9143541.0,5502168.0,302975.0
Nebraska,31,1397550.0,699806.0,439263.0,16555.0
Utah,49,1954460.0,1019257.0,515323.0,28023.0
Oregon,41,2927765.0,1437634.0,897440.0,39680.0
Florida,12,15878475.0,7204496.0,4392045.0,205115.0
New York,36,14459595.0,7378953.0,4696961.0,218607.0
Rhode Island,44,803105.0,412815.0,287291.0,12049.0
Georgia,13,7197345.0,3058311.0,1591591.0,73424.0
New Hampshire,33,1003555.0,662538.0,313700.0,22532.0
North Carolina,37,7482530.0,3468529.0,2164920.0,74144.0
New Jersey,34,6362455.0,3619470.0,2236169.0,104111.0
Colorado,08,4090550.0,2099453.0,1249516.0,55437.0
Maryland,24,4475360.0,2285293.0,1398541.0,67178.0
Nevada,32,2014340.0,1006304.0,624316.0,26248.0
Tennessee,47,4635700.0,2013257.0,1192566.0,46515.0
Hawaii,15,1140130.0,503280.0,335003.0,10791.0
Indiana,18,4286610.0,2020564.0,1356734.0,46967.0
Kentucky,21,3130125.0,1595893.0,1027903.0,38903.0
Minnesota,27,3777940.0,2097594.0,1359032.0,50903.0
Oklahoma,40,3123625.0,1386123.0,902370.0,29217.0
Pennsylvania,42,9541785.0,4926401.0,2775652.0,129525.0
South Carolina,45,3494775.0,1635813.0,998461.0,49565.0
District of Columbia,11,610475.0,244653.0,130670.0,6915.0
Kansas,20,2141475.0,1071232.0,634261.0,27466.0
Missouri,29,4246325.0,1869805.0,1201809.0,48229.0
Vermont,50,515960.0,252500.0,158310.0,6635.0
Virginia,51,5965125.0,3230909.0,1874243.0,83590.0
Connecticut,09,2991235.0,1519748.0,944060.0,42802.0
Iowa,19,2240975.0,1157297.0,755255.0,23760.0
Louisiana,22,3279090.0,1363546.0,943720.0,26510.0
Ohio,39,8322065.0,4051299.0,2524316.0,109911.0
Michigan,26,7025100.0,3418037.0,2175595.0,89020.0
South Dakota,46,740285.0,357294.0,243221.0,7761.0
Arkansas,05,2138430.0,929582.0,551699.0,19233.0
Delaware,10,729185.0,362848.0,201012.0,8973.0
Mississippi,28,2074625.0,817143.0,556642.0,17343.0
New Mexico,35,1710565.0,920834.0,604216.0,19400.0
North Dakota,38,547170.0,276426.0,198260.0,5591.0
Wyoming,56,450525.0,169683.0,120534.0,2640.0
Alaska,02,706185.0,268587.0,194814.0,5069.0
Maine,23,1037000.0,574339.0,368643.0,18041.0
Alabama,01,3278980.0,1371201.0,811323.0,31155.0
Idaho,16,1165795.0,537311.0,362093.0,12854.0
Montana,30,826055.0,382817.0,255330.0,9320.0
West Virginia,54,1386215.0,598209.0,426351.0,10465.0
