state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,5782200.0,2938944.0,1930996.0,77578.0
Illinois,17,9951575.0,5041287.0,2948062.0,123257.0
California,06,31427050.0,16125197.0,8959332.0,428384.0
Arizona,04,5476875.0,2635334.0,1670496.0,57918.0
Massachusetts,25,5768250.0,3183694.0,1892688.0,91857.0
Wisconsin,55,4347885.0,2361298.0,1555733.0,62848.0
Texas,48,20813575.0,9813128.0,6158775.0,295997.0
Nebraska,31,1482380.0,762206.0,508852.0,21711.0
Utah,49,2120710.0,1097671.0,574862.0,30139.0
Oregon,41,3166385.0,1558998.0,988029.0,42187.0
Florida,12,17004215.0,7768818.0,4819498.0,207087.0
New York,36,15527805.0,7968346.0,5238268.0,228669.0
Rhode Island,44,868835.0,452697.0,322059.0,11917.0
Georgia,13,7828695.0,3333309.0,1835536.0,87986.0
New Hampshire,33,1066805.0,764629.0,363308.0,27383.0
North Carolina,37,7895410.0,3676993.0,2416439.0,92015.0
New Jersey,34,6902305.0,3922518.0,2494175.0,107353.0
Colorado,08,4417200.0,2312508.0,1379177.0,64837.0
Maryland,24,4847330.0,2467587.0,1567793.0,72461.0
Nevada,32,2152310.0,1078275.0,694463.0,29721.0
Tennessee,47,4842050.0,2112243.0,1294250.0,46278.0
Hawaii,15,1235470.0,540705.0,379371.0,13747.0
Indiana,18,4699940.0,2146247.0,1449816.0,50164.0
Kentucky,21,3327845.0,1677218.0,1141656.0,41335.0
Minnesota,27,4110150.0,2286384.0,1524901.0,58667.0
Oklahoma,40,3346035.0,1428544.0,974991.0,26724.0
Pennsylvania,42,10204085.0,5289073.0,3120764.0,177412.0
South Carolina,45,3790295.0,1717681.0,1110692.0,40594.0
District of Columbia,11,662395.0,270051.0,153091.0,7872.0
Kansas,20,2272425.0,1129765.0,709852.0,28086.0
Missouri,29,4491775.0,2000338.0,1322317.0,48540.0
Vermont,50,555860.0,278618.0,181510.0,9017.0
Virginia,51,6490115.0,3442211.0,2086620.0,85845.0
Connecticut,09,3247275.0,1654786.0,1058759.0,47576.0
Iowa,19,2402035.0,1243854.0,838544.0,33770.0
Louisiana,22,3428000.0,1410511.0,1017907.0,27849.0
Ohio,39,9005615.0,4269197.0,2839225.0,114478.0
Michigan,26,7657840.0,3669807.0,2423714.0,99033.0
South Dakota,46,781065.0,370859.0,260782.0,7354.0
Arkansas,05,2251270.0,978137.0,606113.0,22221.0
Delaware,10,792825.0,388589.0,229230.0,10796.0
Mississippi,28,2153055.0,851908.0,599482.0,17296.0
New Mexico,35,1837785.0,964280.0,640363.0,19137.0
North Dakota,38,579200.0,283076.0,212728.0,5991.0
Wyoming,56,462605.0,183899.0,135799.0,4058.0
Alaska,02,729305.0,284193.0,225221.0,8075.0
Maine,23,1117280.0,629163.0,414949.0,19688.0
Alabama,01,3516420.0,1442051.0,893002.0,33007.0
Idaho,16,1226365.0,556985.0,385531.0,10592.0
Montana,30,859975.0,397682.0,277211.0,8425.0
West Virginia,54,1449365.0,610291.0,447532.0,10421.0
