state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1163675.0,616340.0,137930.0,33073.0
Illinois,17,1986725.0,859076.0,230850.0,48845.0
California,06,6343925.0,3044980.0,613845.0,155950.0
Arizona,04,1181000.0,553373.0,102107.0,28255.0
Massachusetts,25,1156375.0,497445.0,126560.0,23029.0
Wisconsin,55,922900.0,457768.0,84830.0,30379.0
Texas,48,4214900.0,2086493.0,564433.0,96932.0
Nebraska,31,332525.0,138354.0,48889.0,6959.0
Utah,49,471575.0,245534.0,63286.0,12118.0
Oregon,41,706575.0,361249.0,91240.0,18397.0
Florida,12,3658975.0,1752699.0,373238.0,71525.0
New York,36,3241250.0,1562945.0,368054.0,69210.0
Rhode Island,44,176650.0,74473.0,26973.0,3599.0
Georgia,13,1638700.0,813214.0,140900.0,37453.0
New Hampshire,33,235250.0,104042.0,34130.0,5027.0
North Carolina,37,1643800.0,855450.0,170087.0,44276.0
New Jersey,34,1252250.0,703957.0,145570.0,34266.0
Colorado,08,940800.0,472820.0,140610.0,20371.0
Maryland,24,958575.0,454437.0,91468.0,22451.0
Nevada,32,417875.0,236799.0,41227.0,15015.0
Tennessee,47,1043575.0,463300.0,192674.0,24312.0
Hawaii,15,253150.0,115440.0,28245.0,6571.0
Indiana,18,1106550.0,517147.0,120352.0,16224.0
Kentucky,21,719200.0,360015.0,73264.0,16019.0
Minnesota,27,919975.0,431172.0,119631.0,25329.0
Oklahoma,40,675850.0,372020.0,87596.0,16757.0
Pennsylvania,42,2143150.0,917497.0,237876.0,43730.0
South Carolina,45,682700.0,391585.0,84010.0,21745.0
District of Columbia,11,159925.0,65207.0,19753.0,2426.0
Kansas,20,470800.0,192026.0,47394.0,10395.0
Missouri,29,904250.0,371382.0,106842.0,17709.0
Vermont,50,113625.0,55357.0,19237.0,2763.0
Virginia,51,1370975.0,757544.0,138321.0,41989.0
Connecticut,09,608600.0,365975.0,90574.0,14860.0
Iowa,19,446825.0,199242.0,64234.0,8940.0
Louisiana,22,746550.0,384041.0,104070.0,18602.0
Ohio,39,1812025.0,883630.0,200784.0,48449.0
Michigan,26,1629000.0,814362.0,214234.0,38605.0
South Dakota,46,147600.0,79025.0,31863.0,3426.0
Arkansas,05,499325.0,256307.0,63356.0,9946.0
Delaware,10,154700.0,88325.0,18568.0,4299.0
Mississippi,28,484850.0,222860.0,27786.0,8667.0
New Mexico,35,356150.0,219033.0,62821.0,9679.0
North Dakota,38,122150.0,72589.0,27418.0,3763.0
Wyoming,56,97750.0,49361.0,10495.0,2479.0
Alaska,02,229975.0,98076.0,27528.0,3453.0
Maine,23,226275.0,109917.0,34299.0,5229.0
Alabama,01,765150.0,324998.0,62990.0,17414.0
Idaho,16,245925.0,107234.0,24171.0,5056.0
Montana,30,157275.0,83875.0,26345.0,4172.0
West Virginia,54,328600.0,195200.0,72456.0,7591.0
