state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,,,,16672.0
Illinois,17,,,,28158.0
California,06,,,,88381.0
Arizona,04,,,,18257.0
Massachusetts,25,,,,17130.0
Wisconsin,55,,,,10868.0
Texas,48,,,,77429.0
Nebraska,31,,,,4970.0
Utah,49,,,,10433.0
Oregon,41,,,,14809.0
Florida,12,,,,75010.0
New York,36,,,,59662.0
Rhode Island,44,,,,2403.0
Georgia,13,,,,20248.0
New Hampshire,33,,,,3541.0
North Carolina,37,,,,28926.0
New Jersey,34,,,,29199.0
Colorado,08,,,,15580.0
Maryland,24,,,,15424.0
Nevada,32,,,,6703.0
Tennessee,47,,,,16050.0
Hawaii,15,,,,4431.0
Indiana,18,,,,21765.0
Kentucky,21,,,,13239.0
Minnesota,27,,,,12333.0
Oklahoma,40,,,,13809.0
Pennsylvania,42,,,,32567.0
South Carolina,45,,,,14274.0
District of Columbia,11,,,,3159.0
Kansas,20,,,,6169.0
Missouri,29,,,,10029.0
Vermont,50,,,,2185.0
Virginia,51,,,,18573.0
Connecticut,09,,,,11346.0
Iowa,19,,,,7071.0
Louisiana,22,,,,17400.0
Ohio,39,,,,21926.0
Michigan,26,,,,41587.0
South Dakota,46,,,,2352.0
Arkansas,05,,,,20865.0
Delaware,10,,,,1887.0
Mississippi,28,,,,9274.0
New Mexico,35,,,,7695.0
North Dakota,38,,,,2370.0
Wyoming,56,,,,1902.0
Alaska,02,,,,4381.0
Maine,23,,,,2349.0
Alabama,01,,,,7498.0
Idaho,16,,,,3781.0
Montana,30,,,,2228.0
West Virginia,54,,,,8872.0
