state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1437825.0,870853.0,281718.0,37336.0
Illinois,17,2566675.0,1421577.0,400340.0,64663.0
California,06,8059325.0,4493220.0,1287390.0,190746.0
Arizona,04,1393575.0,840252.0,244971.0,39989.0
Massachusetts,25,1502925.0,823429.0,259760.0,43617.0
Wisconsin,55,1082100.0,709908.0,234709.0,30412.0
Texas,48,5099325.0,2970596.0,1159996.0,126730.0
Nebraska,31,407500.0,195639.0,88356.0,7833.0
Utah,49,579700.0,307059.0,105704.0,15712.0
Oregon,41,841550.0,475841.0,193105.0,19796.0
Florida,12,4514300.0,2366552.0,1082096.0,122904.0
New York,36,3969050.0,2007952.0,833444.0,84046.0
Rhode Island,44,228650.0,97380.0,43717.0,3441.0
Georgia,13,2020275.0,1027629.0,380394.0,41671.0
New Hampshire,33,311875.0,146718.0,61658.0,6093.0
North Carolina,37,2067725.0,1166560.0,448878.0,53556.0
New Jersey,34,1776775.0,992728.0,350955.0,39217.0
Colorado,08,1210475.0,631243.0,290991.0,28130.0
Maryland,24,1193075.0,618905.0,231127.0,26567.0
Nevada,32,534775.0,327691.0,98469.0,13479.0
Tennessee,47,1361700.0,659390.0,303722.0,25152.0
Hawaii,15,310600.0,162945.0,62239.0,5449.0
Indiana,18,1388375.0,770193.0,287278.0,44158.0
Kentucky,21,892100.0,488161.0,187643.0,18632.0
Minnesota,27,1132350.0,643627.0,224005.0,20236.0
Oklahoma,40,816650.0,477378.0,201044.0,15515.0
Pennsylvania,42,2689425.0,1363250.0,453485.0,59213.0
South Carolina,45,891650.0,525641.0,167699.0,19324.0
District of Columbia,11,193900.0,84740.0,36388.0,2213.0
Kansas,20,581975.0,287680.0,99392.0,13386.0
Missouri,29,1129975.0,613292.0,225467.0,31839.0
Vermont,50,138025.0,73105.0,33495.0,2801.0
Virginia,51,1596425.0,1004422.0,320109.0,35980.0
Connecticut,09,854725.0,473106.0,191978.0,20109.0
Iowa,19,597725.0,335771.0,115407.0,18300.0
Louisiana,22,895150.0,518682.0,248848.0,24173.0
Ohio,39,2315100.0,1241257.0,447697.0,56851.0
Michigan,26,1919975.0,1096479.0,490997.0,50433.0
South Dakota,46,182025.0,109875.0,50247.0,4112.0
Arkansas,05,630700.0,338611.0,130637.0,11299.0
Delaware,10,188075.0,114564.0,31095.0,3287.0
Mississippi,28,614100.0,312244.0,114284.0,15167.0
New Mexico,35,429950.0,286538.0,128316.0,12584.0
North Dakota,38,155375.0,99364.0,47552.0,3156.0
Wyoming,56,122200.0,71653.0,27132.0,3892.0
Alaska,02,271550.0,126381.0,57117.0,5393.0
Maine,23,299375.0,141778.0,49721.0,2114.0
Alabama,01,965550.0,474065.0,137032.0,21417.0
Idaho,16,329575.0,174495.0,56629.0,8088.0
Montana,30,199825.0,127657.0,48739.0,5578.0
West Virginia,54,395600.0,247689.0,138882.0,9220.0
