state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,820875.0,306942.0,55902.0,21169.0
Illinois,17,1173325.0,452010.0,111933.0,23837.0
California,06,4379500.0,1335886.0,293834.0,94083.0
Arizona,04,797550.0,262120.0,41613.0,18605.0
Massachusetts,25,776400.0,306646.0,46247.0,17092.0
Wisconsin,55,577325.0,204746.0,32268.0,12686.0
Texas,48,2754800.0,1337706.0,205538.0,71561.0
Nebraska,31,238000.0,94850.0,16206.0,3846.0
Utah,49,337825.0,166334.0,17275.0,10599.0
Oregon,41,479325.0,192550.0,23866.0,12447.0
Florida,12,2546050.0,1125338.0,111763.0,66499.0
New York,36,2213975.0,982183.0,120801.0,61124.0
Rhode Island,44,127450.0,47859.0,11136.0,2020.0
Georgia,13,1162275.0,407000.0,39972.0,31794.0
New Hampshire,33,155150.0,70281.0,10319.0,3133.0
North Carolina,37,1157100.0,406257.0,66736.0,29296.0
New Jersey,34,923300.0,381159.0,49420.0,24114.0
Colorado,08,657250.0,296816.0,54474.0,14070.0
Maryland,24,685325.0,243450.0,28106.0,13407.0
Nevada,32,278175.0,95837.0,19296.0,5592.0
Tennessee,47,723825.0,313154.0,61743.0,15851.0
Hawaii,15,189675.0,63282.0,16132.0,4490.0
Indiana,18,816025.0,320266.0,66801.0,21950.0
Kentucky,21,450175.0,217837.0,15699.0,11361.0
Minnesota,27,652350.0,213102.0,46008.0,11390.0
Oklahoma,40,490500.0,230902.0,34706.0,11453.0
Pennsylvania,42,1344375.0,508391.0,96395.0,27859.0
South Carolina,45,443375.0,173906.0,34277.0,13397.0
District of Columbia,11,75175.0,43377.0,11685.0,2633.0
Kansas,20,312000.0,111907.0,17430.0,5553.0
Missouri,29,621200.0,205217.0,58782.0,12867.0
Vermont,50,78875.0,36233.0,6545.0,1895.0
Virginia,51,992375.0,320175.0,40340.0,20608.0
Connecticut,09,435075.0,230913.0,28602.0,13259.0
Iowa,19,328600.0,139500.0,16860.0,6664.0
Louisiana,22,492800.0,240762.0,38095.0,14798.0
Ohio,39,1122300.0,456424.0,30910.0,19865.0
Michigan,26,1059275.0,463917.0,81014.0,31658.0
South Dakota,46,99300.0,54531.0,10796.0,1585.0
Arkansas,05,361550.0,144792.0,26541.0,9285.0
Delaware,10,106600.0,41900.0,7355.0,2611.0
Mississippi,28,334800.0,124931.0,11567.0,9263.0
New Mexico,35,237725.0,122956.0,27014.0,9007.0
North Dakota,38,82850.0,48986.0,9881.0,2353.0
Wyoming,56,67450.0,25841.0,3441.0,1362.0
Alaska,02,154325.0,59449.0,12352.0,4187.0
Maine,23,165175.0,67133.0,12071.0,2768.0
Alabama,01,493125.0,144429.0,21345.0,10517.0
Idaho,16,178175.0,61118.0,11760.0,4398.0
Montana,30,112125.0,50413.0,9962.0,1967.0
West Virginia,54,231800.0,135950.0,31587.0,6984.0
