state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,3586880.0,1915110.0,1093139.0,58576.0
Illinois,17,5909425.0,3241285.0,1768206.0,109046.0
California,06,18875980.0,9833939.0,4980526.0,403543.0
Arizona,04,3461245.0,1804760.0,1029376.0,47913.0
Massachusetts,25,3321910.0,1973933.0,1044985.0,58725.0
Wisconsin,55,2614965.0,1542799.0,893242.0,50006.0
Texas,48,12613635.0,6320852.0,3143362.0,169989.0
Nebraska,31,941420.0,497565.0,290474.0,15585.0
Utah,49,1321750.0,696065.0,306280.0,18551.0
Oregon,41,1934665.0,1004599.0,578990.0,27787.0
Florida,12,10691345.0,5106288.0,2855811.0,154086.0
New York,36,9586045.0,4980453.0,2415638.0,153798.0
Rhode Island,44,513495.0,305815.0,157270.0,11485.0
Georgia,13,4553155.0,1999241.0,1155439.0,64791.0
New Hampshire,33,651805.0,377145.0,184960.0,9893.0
North Carolina,37,4932810.0,2608692.0,1436129.0,84056.0
New Jersey,34,4147575.0,2475567.0,1284545.0,73759.0
Colorado,08,2684110.0,1413334.0,866707.0,53105.0
Maryland,24,2866250.0,1545134.0,841642.0,46570.0
Nevada,32,1348650.0,728878.0,410553.0,22287.0
Tennessee,47,3145950.0,1432648.0,752414.0,39601.0
Hawaii,15,766730.0,387067.0,231477.0,11783.0
Indiana,18,2964250.0,1469086.0,956783.0,39948.0
Kentucky,21,2072685.0,1198585.0,617681.0,37979.0
Minnesota,27,2551740.0,1511191.0,857358.0,43641.0
Oklahoma,40,2239195.0,1070180.0,575499.0,26777.0
Pennsylvania,42,6257455.0,3130512.0,1599223.0,64096.0
South Carolina,45,2235235.0,1170754.0,643124.0,29971.0
District of Columbia,11,445625.0,147691.0,73585.0,5456.0
Kansas,20,1450815.0,737576.0,388360.0,24624.0
Missouri,29,2849985.0,1371336.0,736928.0,39499.0
Vermont,50,342960.0,177451.0,93226.0,6082.0
Virginia,51,3820055.0,2174085.0,1201899.0,59552.0
Connecticut,09,1899395.0,1057505.0,589228.0,30223.0
Iowa,19,1482225.0,833700.0,503391.0,26834.0
Louisiana,22,2164470.0,1055689.0,620467.0,28581.0
Ohio,39,5540795.0,2810887.0,1620154.0,90338.0
Michigan,26,4543010.0,2398995.0,1364521.0,73612.0
South Dakota,46,520635.0,267282.0,163402.0,7392.0
Arkansas,05,1466950.0,670894.0,345022.0,16694.0
Delaware,10,486095.0,246522.0,131496.0,9222.0
Mississippi,28,1418475.0,652213.0,366074.0,14216.0
New Mexico,35,1183825.0,691431.0,419226.0,20427.0
North Dakota,38,390610.0,218943.0,128013.0,5744.0
Wyoming,56,314015.0,134703.0,85508.0,1347.0
Alaska,02,520685.0,228333.0,145975.0,5583.0
Maine,23,679570.0,374074.0,205437.0,6851.0
Alabama,01,2177880.0,968459.0,566632.0,24865.0
Idaho,16,785375.0,394331.0,245010.0,12776.0
Montana,30,551325.0,282065.0,168240.0,6751.0
West Virginia,54,939515.0,473087.0,285846.0,11326.0
