state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1172525.0,658508.0,157317.0,31553.0
Illinois,17,2089050.0,962345.0,260248.0,51860.0
California,06,6773350.0,3228084.0,675027.0,144296.0
Arizona,04,1186000.0,597525.0,121227.0,28337.0
Massachusetts,25,1247600.0,539877.0,143690.0,23510.0
Wisconsin,55,926300.0,491942.0,96850.0,26898.0
Texas,48,4244375.0,2257870.0,670782.0,101557.0
Nebraska,31,346175.0,147583.0,55313.0,6538.0
Utah,49,493425.0,271345.0,80826.0,15053.0
Oregon,41,733875.0,378078.0,107146.0,18252.0
Florida,12,3791925.0,1812723.0,440172.0,66357.0
New York,36,3378300.0,1610832.0,426368.0,61298.0
Rhode Island,44,178600.0,77940.0,28979.0,3335.0
Georgia,13,1688075.0,860543.0,169163.0,34476.0
New Hampshire,33,245000.0,112544.0,40489.0,5105.0
North Carolina,37,1718275.0,902198.0,206642.0,36979.0
New Jersey,34,1435750.0,724879.0,157642.0,22473.0
Colorado,08,989075.0,495381.0,162511.0,19975.0
Maryland,24,1011875.0,478473.0,115640.0,21726.0
Nevada,32,425300.0,252886.0,49925.0,13448.0
Tennessee,47,1108925.0,500458.0,215763.0,24652.0
Hawaii,15,262900.0,126683.0,33726.0,8364.0
Indiana,18,1117350.0,568118.0,142405.0,18509.0
Kentucky,21,747000.0,387902.0,93651.0,16733.0
Minnesota,27,934400.0,459716.0,131728.0,27729.0
Oklahoma,40,700225.0,393313.0,114208.0,17715.0
Pennsylvania,42,2292500.0,993076.0,275444.0,42684.0
South Carolina,45,684700.0,418519.0,96485.0,19105.0
District of Columbia,11,166950.0,69999.0,22719.0,3648.0
Kansas,20,492250.0,206997.0,54834.0,10441.0
Missouri,29,957550.0,412990.0,118308.0,18250.0
Vermont,50,116075.0,57432.0,22483.0,2617.0
Virginia,51,1387775.0,805624.0,159239.0,38440.0
Connecticut,09,668125.0,387627.0,106224.0,14140.0
Iowa,19,507850.0,215693.0,74252.0,9861.0
Louisiana,22,746550.0,404021.0,131355.0,19727.0
Ohio,39,1901750.0,936321.0,239651.0,47734.0
Michigan,26,1639575.0,866766.0,252963.0,38216.0
South Dakota,46,153450.0,85921.0,35590.0,3480.0
Arkansas,05,535550.0,274459.0,73810.0,11597.0
Delaware,10,161525.0,92265.0,21264.0,3847.0
Mississippi,28,495950.0,238039.0,37572.0,9019.0
New Mexico,35,364875.0,231864.0,71951.0,9741.0
North Dakota,38,131625.0,78325.0,30829.0,3807.0
Wyoming,56,101650.0,53630.0,12852.0,2607.0
Alaska,02,245700.0,101225.0,32593.0,3372.0
Maine,23,254550.0,119024.0,38542.0,5147.0
Alabama,01,799875.0,353522.0,76603.0,18526.0
Idaho,16,262275.0,120147.0,28970.0,7217.0
Montana,30,163675.0,91611.0,30749.0,4278.0
West Virginia,54,328600.0,203731.0,87679.0,7408.0
