state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,846625.0,370231.0,68486.0,23926.0
Illinois,17,1417250.0,556517.0,135330.0,31080.0
California,06,4906525.0,1838464.0,356382.0,133316.0
Arizona,04,829500.0,332095.0,58291.0,22706.0
Massachusetts,25,859175.0,356102.0,63096.0,18826.0
Wisconsin,55,610100.0,260664.0,45641.0,16663.0
Texas,48,3070825.0,1502751.0,259056.0,68740.0
Nebraska,31,238100.0,109860.0,22175.0,5058.0
Utah,49,341725.0,175364.0,20697.0,8146.0
Oregon,41,492450.0,244669.0,40348.0,14912.0
Florida,12,2908275.0,1384479.0,156226.0,75844.0
New York,36,2395950.0,1172921.0,176659.0,69502.0
Rhode Island,44,149225.0,54287.0,13260.0,2393.0
Georgia,13,1235775.0,534161.0,59965.0,47464.0
New Hampshire,33,162950.0,79942.0,13355.0,3757.0
North Carolina,37,1246600.0,552194.0,83752.0,40662.0
New Jersey,34,989900.0,468760.0,65164.0,25288.0
Colorado,08,692700.0,355124.0,76902.0,19033.0
Maryland,24,742175.0,300609.0,37507.0,16770.0
Nevada,32,286950.0,129223.0,22068.0,8421.0
Tennessee,47,838825.0,354407.0,96619.0,17781.0
Hawaii,15,191575.0,67990.0,16802.0,4191.0
Indiana,18,841725.0,367944.0,77985.0,21219.0
Kentucky,21,471000.0,268308.0,29346.0,14871.0
Minnesota,27,680700.0,252927.0,67716.0,13755.0
Oklahoma,40,496350.0,279283.0,41289.0,14294.0
Pennsylvania,42,1564125.0,611359.0,131908.0,35472.0
South Carolina,45,453250.0,233257.0,43810.0,17756.0
District of Columbia,11,91025.0,49292.0,13043.0,2490.0
Kansas,20,348175.0,127417.0,22610.0,6163.0
Missouri,29,661400.0,242937.0,73248.0,14912.0
Vermont,50,90000.0,41950.0,9853.0,2192.0
Virginia,51,1069725.0,393127.0,51170.0,23729.0
Connecticut,09,492850.0,275126.0,40506.0,16292.0
Iowa,19,361475.0,157635.0,30949.0,8316.0
Louisiana,22,543700.0,290955.0,42520.0,15330.0
Ohio,39,1233075.0,575488.0,71344.0,31907.0
Michigan,26,1095675.0,573167.0,111243.0,38769.0
South Dakota,46,106575.0,63091.0,17293.0,3048.0
Arkansas,05,368650.0,179290.0,32572.0,11986.0
Delaware,10,116325.0,52586.0,11464.0,3909.0
Mississippi,28,358100.0,161507.0,15918.0,11241.0
New Mexico,35,257075.0,162636.0,34878.0,11630.0
North Dakota,38,86750.0,56158.0,15589.0,3095.0
Wyoming,56,70750.0,35868.0,4895.0,2200.0
Alaska,02,155700.0,77925.0,16201.0,5225.0
Maine,23,178450.0,79310.0,19151.0,4609.0
Alabama,01,521225.0,213833.0,29736.0,18294.0
Idaho,16,181100.0,72424.0,14059.0,4546.0
Montana,30,119500.0,62498.0,14071.0,3423.0
West Virginia,54,243100.0,163801.0,39071.0,8493.0
