state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,4834980.0,2464825.0,1529457.0,72707.0
Illinois,17,8021745.0,4303924.0,2301352.0,115209.0
California,06,25338590.0,13292476.0,7020160.0,375343.0
Arizona,04,4538885.0,2312278.0,1366330.0,58794.0
Massachusetts,25,4604300.0,2581225.0,1458104.0,77726.0
Wisconsin,55,3470905.0,2031543.0,1220850.0,57031.0
Texas,48,16832185.0,8100286.0,4564010.0,266611.0
Nebraska,31,1271990.0,637036.0,394852.0,18286.0
Utah,49,1733400.0,899434.0,418702.0,27210.0
Oregon,41,2552055.0,1297163.0,782997.0,37298.0
Florida,12,13882365.0,6552905.0,3852669.0,184977.0
New York,36,12718855.0,6624421.0,4025832.0,266430.0
Rhode Island,44,684165.0,372419.0,251655.0,12174.0
Georgia,13,6237495.0,2728898.0,1393877.0,63079.0
New Hampshire,33,843385.0,548665.0,268288.0,25119.0
North Carolina,37,6564440.0,3238031.0,1889924.0,72591.0
New Jersey,34,5517655.0,3229559.0,1890162.0,101790.0
Colorado,08,3527450.0,1889755.0,1108570.0,55017.0
Maryland,24,3811300.0,2045881.0,1186402.0,64978.0
Nevada,32,1770070.0,913961.0,548467.0,22730.0
Tennessee,47,4119970.0,1853878.0,1054528.0,51377.0
Hawaii,15,1011720.0,476114.0,296651.0,13645.0
Indiana,18,3640170.0,1841749.0,1233438.0,45201.0
Kentucky,21,2731745.0,1482959.0,888314.0,40217.0
Minnesota,27,3365000.0,1931620.0,1200197.0,56660.0
Oklahoma,40,2838195.0,1307768.0,801830.0,33960.0
Pennsylvania,42,8174805.0,4457192.0,2379746.0,124934.0
South Carolina,45,3053895.0,1488232.0,849778.0,34131.0
District of Columbia,11,542795.0,214219.0,109897.0,8372.0
Kansas,20,1884795.0,980566.0,554497.0,28095.0
Missouri,29,3766895.0,1724937.0,1057922.0,53787.0
Vermont,50,457350.0,227068.0,133803.0,7249.0
Virginia,51,5206295.0,2943103.0,1641022.0,101058.0
Connecticut,09,2577515.0,1365965.0,816983.0,40602.0
Iowa,19,1919805.0,1056573.0,672920.0,28462.0
Louisiana,22,2903390.0,1288249.0,846771.0,33542.0
Ohio,39,7410125.0,3710193.0,2195726.0,106591.0
Michigan,26,6104840.0,3100736.0,1905400.0,90495.0
South Dakota,46,667495.0,332349.0,219273.0,8200.0
Arkansas,05,1908100.0,856162.0,482062.0,23274.0
Delaware,10,636065.0,332492.0,176030.0,9975.0
Mississippi,28,1843015.0,770946.0,500469.0,20992.0
New Mexico,35,1514445.0,858547.0,544771.0,20087.0
North Dakota,38,490330.0,262979.0,174538.0,7324.0
Wyoming,56,405665.0,168129.0,118773.0,6092.0
Alaska,02,636665.0,257375.0,176825.0,3865.0
Maine,23,914940.0,508582.0,308141.0,14964.0
Alabama,01,2892950.0,1242706.0,709849.0,28533.0
Idaho,16,1027045.0,499344.0,322082.0,12740.0
Montana,30,722595.0,352924.0,228905.0,10105.0
West Virginia,54,1246555.0,569122.0,379207.0,12827.0
