state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1364750.0,740234.0,198379.0,29919.0
Illinois,17,2207200.0,1148175.0,302923.0,57815.0
California,06,7385225.0,3880253.0,875340.0,177237.0
Arizona,04,1265950.0,695970.0,166798.0,33164.0
Massachusetts,25,1273975.0,649131.0,181280.0,29538.0
Wisconsin,55,1045950.0,600268.0,160627.0,35326.0
Texas,48,4594050.0,2589885.0,843836.0,134278.0
Nebraska,31,386775.0,165853.0,68056.0,7555.0
Utah,49,531875.0,307059.0,105704.0,26519.0
Oregon,41,801125.0,425086.0,145517.0,19199.0
Florida,12,4217275.0,2023419.0,694637.0,97594.0
New York,36,3428000.0,1795592.0,572426.0,67892.0
Rhode Island,44,207950.0,86264.0,35770.0,3220.0
Georgia,13,1840775.0,927176.0,227997.0,34269.0
New Hampshire,33,267450.0,121201.0,47409.0,4704.0
North Carolina,37,1722275.0,1005714.0,280303.0,44477.0
New Jersey,34,1480825.0,851190.0,240470.0,37172.0
Colorado,08,1045000.0,542165.0,211328.0,22316.0
Maryland,24,1098275.0,537805.0,154468.0,22275.0
Nevada,32,510200.0,282040.0,67651.0,14051.0
Tennessee,47,1157375.0,558590.0,250647.0,25742.0
Hawaii,15,285950.0,142259.0,42472.0,8017.0
Indiana,18,1206125.0,598731.0,161879.0,21254.0
Kentucky,21,828800.0,436193.0,129862.0,21299.0
Minnesota,27,975850.0,541133.0,160794.0,27513.0
Oklahoma,40,750525.0,432422.0,152243.0,20362.0
Pennsylvania,42,2322875.0,1134099.0,340234.0,46034.0
South Carolina,45,712325.0,460511.0,119206.0,16428.0
District of Columbia,11,166950.0,75351.0,26957.0,3560.0
Kansas,20,492250.0,233494.0,70115.0,10625.0
Missouri,29,962500.0,492766.0,147466.0,25780.0
Vermont,50,129875.0,64864.0,28010.0,2717.0
Virginia,51,1544150.0,912014.0,219823.0,37197.0
Connecticut,09,800225.0,412601.0,133196.0,14033.0
Iowa,19,510550.0,257459.0,90525.0,13183.0
Louisiana,22,880150.0,438336.0,180112.0,20531.0
Ohio,39,2070625.0,1059251.0,312725.0,46941.0
Michigan,26,1846625.0,950705.0,343580.0,42057.0
South Dakota,46,167975.0,92678.0,40466.0,3604.0
Arkansas,05,580775.0,305917.0,95202.0,12808.0
Delaware,10,162525.0,101383.0,25405.0,3393.0
Mississippi,28,536625.0,268534.0,60237.0,12708.0
New Mexico,35,405500.0,253534.0,88738.0,9778.0
North Dakota,38,143400.0,87633.0,38417.0,4256.0
Wyoming,56,113175.0,58775.0,16729.0,2491.0
Alaska,02,256900.0,110936.0,41698.0,4204.0
Maine,23,276600.0,138005.0,47770.0,5961.0
Alabama,01,823600.0,395196.0,95033.0,17012.0
Idaho,16,282075.0,151372.0,37002.0,10311.0
Montana,30,164650.0,102903.0,36907.0,4686.0
West Virginia,54,380400.0,219723.0,107679.0,9030.0
