state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,1208600.0,731739.0,193678.0,31046.0
Illinois,17,2089050.0,1131846.0,299201.0,57554.0
California,06,6963500.0,3811715.0,847993.0,175654.0
Arizona,04,1186000.0,678697.0,161324.0,31487.0
Massachusetts,25,1247600.0,630154.0,174437.0,28204.0
Wisconsin,55,926300.0,595912.0,159160.0,35695.0
Texas,48,4402275.0,2512804.0,806885.0,117976.0
Nebraska,31,346375.0,165037.0,67636.0,7592.0
Utah,49,493525.0,304991.0,104274.0,26228.0
Oregon,41,734950.0,412660.0,139700.0,18688.0
Florida,12,3791925.0,1965590.0,629556.0,86021.0
New York,36,3378300.0,1767666.0,554262.0,70058.0
Rhode Island,44,192300.0,85037.0,35402.0,3749.0
Georgia,13,1688075.0,923282.0,219840.0,33889.0
New Hampshire,33,257700.0,119763.0,46071.0,5155.0
North Carolina,37,1718275.0,999151.0,273763.0,42660.0
New Jersey,34,1480825.0,822080.0,221465.0,40656.0
Colorado,08,991075.0,539961.0,207951.0,23168.0
Maryland,24,1029725.0,531771.0,150844.0,22143.0
Nevada,32,427800.0,278091.0,66755.0,13990.0
Tennessee,47,1156975.0,554016.0,248911.0,25401.0
Hawaii,15,263000.0,142259.0,42472.0,8314.0
Indiana,18,1118350.0,593266.0,156083.0,20369.0
Kentucky,21,747000.0,434294.0,127793.0,21305.0
Minnesota,27,950250.0,541133.0,160794.0,28423.0
Oklahoma,40,734625.0,431499.0,151019.0,20353.0
Pennsylvania,42,2292500.0,1108626.0,328907.0,43882.0
South Carolina,45,684700.0,460511.0,119206.0,17563.0
District of Columbia,11,166950.0,75351.0,26957.0,3708.0
Kansas,20,492250.0,232575.0,68565.0,10886.0
Missouri,29,961525.0,490686.0,146137.0,25891.0
Vermont,50,116075.0,63024.0,27144.0,2557.0
Virginia,51,1387775.0,897049.0,209104.0,37831.0
Connecticut,09,740300.0,406697.0,127194.0,13309.0
Iowa,19,510550.0,252349.0,89506.0,12555.0
Louisiana,22,769750.0,436190.0,176580.0,21552.0
Ohio,39,1901750.0,1038595.0,306072.0,48814.0
Michigan,26,1639575.0,938279.0,328801.0,39547.0
South Dakota,46,161150.0,92615.0,40368.0,3626.0
Arkansas,05,540050.0,304604.0,94058.0,12919.0
Delaware,10,161525.0,100736.0,25179.0,3422.0
Mississippi,28,515450.0,267797.0,59325.0,12653.0
New Mexico,35,364875.0,251082.0,87916.0,9652.0
North Dakota,38,131625.0,87633.0,38417.0,4328.0
Wyoming,56,101650.0,58775.0,16729.0,2534.0
Alaska,02,248500.0,109890.0,40812.0,4131.0
Maine,23,254550.0,132273.0,44447.0,4666.0
Alabama,01,804100.0,378514.0,88453.0,15622.0
Idaho,16,266475.0,149231.0,35910.0,10173.0
Montana,30,163675.0,102365.0,36596.0,4733.0
West Virginia,54,357000.0,218266.0,104711.0,9009.0
